"","geneid","M_1029_T1_Negative","M_1029_T2_Negative","M_1029_T1_Positive","M_1029_T2_Positive"
"2626","Ube2b","1272","1125","885","1569"
"2627","Cdkl3","23","43","26","52"
"2628","Ppp2ca","1837","2274","1666","3260"
"2629","Mir3061","0","7","0","1"
"2630","Olfr1373","0","5","0","0"
"2631","Olfr1372-ps1","0","2","0","0"
"2632","Olfr1371","0","0","0","0"
"2633","Skp1a","756","993","583","1142"
"2634","Tcf7","3","0","0","0"
"2635","Vdac1","1480","1490","1136","1538"
"2636","9530068E07Rik","2075","2058","1804","3108"
"2637","Fstl4","0","0","0","0"
"2638","Hspa4","2398","2591","1646","3650"
"2639","Zcchc10","77","113","63","69"
"2640","Aff4","2399","2785","1986","3507"
"2641","Leap2","0","2","0","1"
"2642","Uqcrq","470","656","549","532"
"2643","Gdf9","105","60","73","189"
"2644","Shroom1","10","0","8","15"
"2645","Ankrd43","0","4","0","0"
"2646","8-Sep","871","1122","984","2069"
"2647","Kif3a","179","211","241","317"
"2648","Il4","0","0","0","0"
"2649","Il13","0","0","0","0"
"2650","Rad50","912","983","672","1293"
"2651","Il5","0","0","0","0"
"2652","Irf1","3380","4477","3383","6328"
"2653","Gm12216","7","20","4","23"
"2654","Slc22a5","774","552","691","696"
"2655","Slc22a21","79","130","40","104"
"2656","Slc22a4","93","63","55","4"
"2657","Pdlim4","549","598","568","777"
"2658","P4ha2","21","27","0","23"
"2659","Csf2","0","0","0","0"
"2660","Il3","0","0","0","0"
"2661","Acsl6","0","2","1","0"
"2662","4930404A10Rik","0","0","0","0"
"2663","Fnip1","1243","1419","988","2152"
"2664","Rapgef6","1941","2079","1576","3583"
"2665","Cdc42se2","3225","4086","2659","5428"
"2666","Lyrm7","28","17","15","37"
"2667","Hint1","820","910","669","1160"
"2668","Gpx3","19004","22158","13504","5402"
"2669","Tnip1","1723","2294","1458","2402"
"2670","Anxa6","1790","2056","1391","2343"
"2671","Ccdc69","191","232","143","298"
"2672","Gm2a","11843","14015","7816","16101"
"2673","Slc36a3","11","5","3","10"
"2674","Slc36a2","2","0","0","0"
"2675","Slc36a1","1668","1548","1286","2114"
"2676","Fat2","0","1","0","1"
"2677","Sparc","198","117","110","228"
"2678","Atox1","1445","1897","1129","2073"
"2679","G3bp1","2564","3237","1866","3749"
"2680","Gm12238","8","0","6","2"
"2681","Glra1","0","0","0","0"
"2682","Nmur2","0","0","0","0"
"2683","Gria1","0","0","0","0"
"2684","Fam114a2","900","972","719","1534"
"2685","Mfap3","1950","2361","1901","3447"
"2686","Galnt10","1745","2198","1577","2980"
"2687","Sap30l","392","501","444","653"
"2688","Hand1","0","0","0","0"
"2689","Larp1","4251","5192","4089","6455"
"2690","Cnot8","985","1382","1083","1965"
"2691","Gemin5","342","461","424","662"
"2692","Mrpl22","121","99","70","142"
"2693","Gm12250","539","735","605","1142"
"2694","Igtp","786","1165","913","1585"
"2695","Irgm2","993","1540","1125","2159"
"2696","Zfp692","445","507","443","641"
"2697","Zfp672","201","288","161","270"
"2698","Sh3bp5l","394","557","426","703"
"2699","2210415F13Rik","0","0","7","0"
"2700","1810065E05Rik","0","0","0","0"
"2701","Gm12253","2","10","0","2"
"2702","4930504O13Rik","0","0","0","0"
"2703","Olfr30","0","0","0","0"
"2704","Olfr332","0","0","0","0"
"2705","Olfr331","0","0","0","0"
"2706","Olfr330","0","0","0","0"
"2707","Olfr329-ps","0","0","0","4"
"2708","Olfr328","0","0","0","0"
"2709","Olfr224","0","0","0","0"
"2710","Olfr325","0","0","0","0"
"2711","Olfr324","0","0","0","0"
"2712","2210407C18Rik","0","0","0","0"
"2713","Olfr323","0","0","0","0"
"2714","Trim58","0","2","5","0"
"2715","Olfr179","0","0","0","0"
"2716","Olfr320","0","0","0","0"
"2717","Olfr319","0","0","0","0"
"2718","Olfr318","0","0","0","0"
"2719","Olfr317","0","0","0","0"
"2720","Olfr316","0","0","0","0"
"2721","Olfr315","0","0","0","0"
"2722","Olfr314","0","0","0","0"
"2723","Fam183b","0","0","0","0"
"2724","Olfr313","0","0","0","0"
"2725","Olfr312","0","0","0","0"
"2726","Olfr311","0","0","0","0"
"2727","2810021J22Rik","115","216","178","247"
"2728","Zfp39","172","186","95","186"
"2729","Butr1","4","0","0","1"
"2730","Rnf187","2104","2372","1851","3119"
"2731","Hist3h2ba","14","12","5","17"
"2732","Hist3h2bb-ps","11","5","12","0"
"2733","Hist3h2a","332","360","263","524"
"2734","Trim17","13","32","27","51"
"2735","Trim11","1148","1417","958","1741"
"2736","Obscn","14","0","4","3"
"2737","A230051G13Rik","119","186","132","241"
"2738","Gjc2","0","1","2","12"
"2739","Guk1","261","309","245","359"
"2740","2610507I01Rik","299","541","266","752"
"2741","Mrpl55","94","106","73","123"
"2742","2310033P09Rik","353","400","283","501"
"2743","Arf1","4048","5113","3600","6786"
"2744","Wnt3a","0","0","0","0"
"2745","Wnt9a","0","0","0","0"
"2746","Prss38","0","0","0","0"
"2747","Snap47","127","127","100","129"
"2748","Jmjd4","160","148","148","314"
"2749","Zfp867","44","77","100","184"
"2750","Zkscan17","865","862","746","1280"
"2751","4933439C10Rik","277","320","272","466"
"2752","Nlrp3","3149","3340","2346","4570"
"2753","Olfr222","0","0","1","1"
"2754","Olfr223","0","0","0","0"
"2755","Olfr225","0","0","0","0"
"2756","Mprip","2108","2135","1605","3387"
"2757","Pld6","0","12","0","29"
"2758","Flcn","1272","1733","1249","2388"
"2759","Cops3","241","377","318","500"
"2760","Nt5m","129","118","171","205"
"2761","Med9","159","269","129","266"
"2762","Rasd1","1","2","0","4"
"2763","Pemt","6","8","3","0"
"2764","Rai1","1153","1423","995","2071"
"2765","Srebf1","1331","1644","1350","2116"
"2766","Tom1l2","723","710","645","1209"
"2767","Lrrc48","0","7","0","0"
"2768","Atpaf2","329","256","238","476"
"2769","4933439F18Rik","484","504","352","635"
"2770","Drg2","511","448","339","697"
"2771","Myo15","76","76","83","62"
"2772","Alkbh5","2055","1957","1776","3194"
"2773","Llgl1","531","755","456","1166"
"2774","Flii","3618","3810","2836","5284"
"2775","Smcr7","98","111","58","148"
"2776","Top3a","431","522","460","656"
"2777","Smcr8","1510","1790","1137","2307"
"2778","Shmt1","195","196","247","148"
"2779","Dhrs7b","251","397","293","552"
"2780","Tmem11","376","418","239","529"
"2781","Gm16515","333","403","283","494"
"2782","Gm16516","21","24","0","19"
"2783","Map2k3","661","772","474","941"
"2784","Kcnj12","5","4","0","0"
"2785","Tnfrsf13b","153","156","104","203"
"2786","Usp22","1697","1919","1476","2862"
"2787","Aldh3a1","0","1","0","0"
"2788","Aldh3a2","1214","1300","1003","1630"
"2789","Slc47a2","0","0","0","0"
"2790","Slc47a1","680","288","641","152"
"2791","Rnf112","0","0","0","0"
"2792","Mfap4","6","4","0","0"
"2793","Mapk7","1297","1266","1009","1998"
"2794","B9d1","41","6","38","22"
"2795","Epn2","45","57","81","184"
"2796","Grap","256","209","219","444"
"2797","Slc5a10","210","56","303","79"
"2798","Fam83g","52","28","76","19"
"2799","Prpsap2","577","533","453","839"
"2800","Ulk2","1033","1215","795","1765"
"2801","Akap10","1344","1582","1208","2329"
"2802","Specc1","602","778","517","994"
"2803","Adora2b","38","31","24","37"
"2804","Zswim7","32","64","83","79"
"2805","Ttc19","239","234","189","297"
"2806","Ncor1","3673","4260","3049","5772"
"2807","Pigl","81","65","54","125"
"2808","Cenpv","14","14","22","13"
"2809","Ubb","4960","6206","4705","8529"
"2810","Trpv2","1762","2325","1438","3042"
"2811","2410006H16Rik","791","1019","708","1321"
"2812","Snord49b","0","3","5","2"
"2813","Snord49a","9","5","3","0"
"2814","Snord65","0","0","0","0"
"2815","BC046404","27","102","28","98"
"2816","Mmgt2","230","303","161","383"
"2817","Zfp287","150","233","157","295"
"2818","Zfp286","27","31","19","46"
"2819","Trim16","67","98","80","37"
"2820","Fbxw10","54","98","71","131"
"2821","Fam18b","358","361","289","686"
"2822","Cdrt4","0","0","0","0"
"2823","Tekt3","0","0","0","0"
"2824","Pmp22","156","171","535","971"
"2825","Hs3st3b1","72","71","96","112"
"2826","Cox10","166","190","170","398"
"2827","2810001G20Rik","28","22","19","20"
"2828","F930015N05Rik","159","187","231","419"
"2829","Hs3st3a1","349","454","436","1145"
"2830","Elac2","350","483","228","554"
"2831","Arhgap44","31","7","34","0"
"2832","Myocd","0","0","0","1"
"2833","Map2k4","506","609","537","928"
"2834","Mir744","0","5","0","0"
"2835","Zkscan6","297","457","332","594"
"2836","Dnahc9","7","1","7","9"
"2837","Shisa6","0","1","5","7"
"2838","Gm12298","0","0","0","0"
"2839","Pirt","7","10","6","4"
"2840","Tmem220","64","69","53","97"
"2841","2310004I24Rik","200","188","119","314"
"2842","Sco1","160","220","141","355"
"2843","Myh3","0","0","0","1"
"2844","2310065F04Rik","0","4","0","0"
"2845","Myh2","0","0","0","7"
"2846","Myh1","1","1","0","0"
"2847","Myh4","0","0","0","1"
"2848","Myh8","0","0","0","0"
"2849","Myh13","0","0","0","4"
"2850","Gas7","1529","2163","2053","4232"
"2851","Rcvrn","0","0","0","0"
"2852","Glp2r","0","1","0","0"
"2853","Dhrs7c","0","1","0","0"
"2854","Usp43","0","3","0","0"
"2855","Wdr16","0","0","0","13"
"2856","Stx8","150","253","164","301"
"2857","Ntn1","73","21","87","31"
"2858","Pik3r5","2513","3127","2190","4174"
"2859","Pik3r6","964","991","634","1497"
"2860","Mfsd6l","7","24","43","22"
"2861","Ccdc42","0","0","0","0"
"2862","Myh10","1406","1680","1616","3543"
"2863","Ndel1","1041","1152","796","1498"
"2864","Rnf222","0","0","0","0"
"2865","Rpl26","3245","3864","2483","4989"
"2866","Gm15772","3245","3860","2477","4989"
"2867","Odf4","0","0","0","0"
"2868","Arhgef15","6","19","10","20"
"2869","Slc25a35","62","33","34","56"
"2870","Rangrf","26","36","30","21"
"2871","Gm4535","26","36","30","21"
"2872","Pfas","739","741","475","941"
"2873","Mir3062","0","7","3","0"
"2874","1500010J02Rik","859","910","564","1442"
"2875","Aurkb","163","170","60","76"
"2876","2310047M10Rik","567","813","456","854"
"2877","Tmem107","38","50","51","34"
"2878","Vamp2","648","929","662","1430"
"2879","Per1","1867","1859","1461","2906"
"2880","Hes7","11","77","27","55"
"2881","Aloxe3","4","14","20","29"
"2882","Alox12b","0","1","0","1"
"2883","Alox8","26","60","54","84"
"2884","Gucy2e","3","0","0","11"
"2885","Cntrob","405","419","293","615"
"2886","Trappc1","256","495","232","458"
"2887","Kcnab3","26","21","42","42"
"2888","A030009H04Rik","50","80","39","74"
"2889","Chd3","3341","4250","2983","4513"
"2890","Cyb5d1","99","97","46","105"
"2891","Lsmd1","175","153","132","182"
"2892","Tmem88","86","70","55","106"
"2893","Kdm6b","2701","3150","2016","3823"
"2894","Dnahc2","322","318","174","484"
"2895","Efnb3","14","3","18","20"
"2896","Wrap53","109","219","89","219"
"2897","Trp53","1700","1956","1280","2719"
"2898","Atp1b2","8","11","0","6"
"2899","Shbg","0","0","0","0"
"2900","Sat2","4","20","33","53"
"2901","Fxr2","1502","1915","1676","2781"
"2902","Mir467f","0","1","0","0"
"2903","Sox15","8","20","8","5"
"2904","Mpdu1","572","636","371","839"
"2905","Mir1934","0","0","0","0"
"2906","Cd68","6237","7907","5673","10699"
"2907","Eif4a1","5947","7071","4459","9044"
"2908","Senp3","1031","1225","908","1610"
"2909","BC096441","947","1250","856","1251"
"2910","Tnfsf13","319","577","340","422"
"2911","Tnfsf12","1005","1086","778","1398"
"2912","Polr2a","4644","5789","4150","7938"
"2913","Amac1","4","0","0","2"
"2914","Zbtb4","1996","2528","1895","3704"
"2915","Chrnb1","36","30","27","48"
"2916","Fgf11","31","14","15","51"
"2917","Tmem102","6","6","31","14"
"2918","G630025P09Rik","6","5","31","14"
"2919","4933402P03Rik","0","0","0","0"
"2920","Spem1","0","0","0","0"
"2921","Nlgn2","105","145","254","427"
"2922","1810027O10Rik","320","385","230","570"
"2923","Plscr3","738","1070","911","1537"
"2924","Tnk1","135","246","207","407"
"2925","Tmem95","3","2","4","0"
"2926","Kctd11","497","528","351","720"
"2927","Acap1","114","120","75","189"
"2928","2810408A11Rik","11","17","0","15"
"2929","Neurl4","1685","1897","1686","2853"
"2930","Gps2","1090","1345","1038","2062"
"2931","Eif5a","4131","4722","3033","5761"
"2932","Ybx2","0","1","13","46"
"2933","Slc2a4","32","16","25","57"
"2934","Cldn7","0","8","12","31"
"2935","Rai12","296","453","271","523"
"2936","Ctdnep1","1194","1476","1034","1924"
"2937","Gabarap","2516","2930","2127","3445"
"2938","Phf23","752","864","773","1253"
"2939","Dvl2","423","705","482","1010"
"2940","Acadvl","1111","992","1125","1369"
"2941","Mir324","1","2","0","0"
"2942","Dlg4","224","241","93","240"
"2943","Asgr1","0","2","0","0"
"2944","Asgr2","191","131","116","236"
"2945","Mgl2","6353","8239","6170","12063"
"2946","Clec10a","720","924","684","1151"
"2947","Slc16a11","29","40","12","23"
"2948","Slc16a13","472","425","422","444"
"2949","Bcl6b","0","9","1","14"
"2950","Mir497","0","0","0","0"
"2951","Mir195","0","0","0","0"
"2952","0610010K14Rik","337","531","336","427"
"2953","Rnasek","683","870","631","1114"
"2954","Alox12","25","29","4","39"
"2955","Alox12e","0","0","0","0"
"2956","Alox15","0","2","0","0"
"2957","Pelp1","704","762","607","1092"
"2958","Arrb2","9727","12372","10255","18104"
"2959","Med11","471","569","413","709"
"2960","Cxcl16","14326","17091","11930","25101"
"2961","Zmynd15","5618","7132","5882","11928"
"2962","Tm4sf5","34","98","37","94"
"2963","Vmo1","0","0","0","1"
"2964","Gltpd2","0","5","5","0"
"2965","Psmb6","830","836","781","1314"
"2966","Pld2","2287","2756","2155","4312"
"2967","Mink1","6116","7162","5924","11015"
"2968","Chrne","0","8","3","4"
"2969","4930544D05Rik","0","0","0","0"
"2970","Gp1ba","58","72","54","96"
"2971","Slc25a11","1356","1674","1234","2383"
"2972","Rnf167","968","1184","1160","2049"
"2973","Pfn1","12741","15457","10149","19590"
"2974","Eno3","241","529","252","369"
"2975","Spag7","515","544","398","765"
"2976","Camta2","4823","5483","3582","7363"
"2977","Inca1","17","20","18","28"
"2978","Kif1c","1974","2634","1946","2992"
"2979","Zfp3","68","67","89","150"
"2980","A430084P05Rik","1972","2473","1810","3660"
"2981","Rabep1","1254","1696","1094","2206"
"2982","Nup88","1081","1122","824","1565"
"2983","Rpain","98","153","96","243"
"2984","C1qbp","612","707","479","923"
"2985","Dhx33","744","867","575","1135"
"2986","Derl2","612","703","659","1110"
"2987","Mis12","450","544","495","561"
"2988","6330403K07Rik","5","0","0","1"
"2989","Nlrp1a","730","836","529","1306"
"2990","Nlrp1b","3678","4112","3258","6510"
"2991","Nlrp1c-ps","2070","2223","1612","3516"
"2992","Wscd1","5","0","16","3"
"2993","Aipl1","6","13","15","5"
"2994","Fam64a","36","71","54","24"
"2995","Pitpnm3","0","2","0","12"
"2996","4933427D14Rik","178","280","152","483"
"2997","Txndc17","456","553","414","611"
"2998","Med31","49","56","33","85"
"2999","4930563E22Rik","0","3","0","15"
"3000","Slc13a5","0","0","0","0"
"3001","Xaf1","582","770","429","874"
"3002","Fbxo39","7","7","1","44"
"3003","Tekt1","0","0","0","0"
"3004","Smtnl2","106","77","93","123"
"3005","Ggt6","46","11","3","5"
"3006","Mybbp1a","2516","3278","2211","4057"
"3007","Spns2","268","178","279","211"
"3008","Spns3","339","410","217","494"
"3009","Ube2g1","548","513","388","771"
"3010","Ankfy1","3567","4512","3063","5952"
"3011","Cyb5d2","171","149","122","255"
"3012","Zzef1","1913","2526","1848","3326"
"3013","Atp2a3","1829","1950","1596","3273"
"3014","P2rx1","11","31","0","14"
"3015","Camkk1","152","123","90","284"
"3016","1200014J11Rik","885","1044","668","1238"
"3017","Itgae","118","50","17","80"
"3018","Gsg2","56","145","73","141"
"3019","P2rx5","8","16","7","2"
"3020","Tmem93","421","424","397","600"
"3021","Tax1bp3","534","598","436","805"
"3022","Ctns","699","1021","645","1277"
"3023","Shpk","79","82","133","125"
"3024","Trpv1","0","0","0","0"
"3025","Trpv3","0","0","0","0"
"3026","Aspa","64","32","79","17"
"3027","Spata22","0","1","0","0"
"3028","Olfr20","0","0","0","0"
"3029","Olfr376","0","0","0","0"
"3030","Olfr1","0","0","0","0"
"3031","Olfr75-ps1","0","0","0","0"
"3032","Olfr378","0","0","0","0"
"3033","Olfr380","0","2","0","0"
"3034","Olfr381","0","0","0","0"
"3035","Olfr382","0","2","0","0"
"3036","Olfr385","0","0","0","0"
"3037","Olfr384","0","0","0","0"
"3038","Zfp735","0","1","0","0"
"3039","Olfr389","0","0","0","0"
"3040","Olfr390","0","0","0","0"
"3041","Olfr391-ps","0","0","0","0"
"3042","Olfr392","0","0","0","0"
"3043","Olfr393","0","0","0","0"
"3044","Olfr394","0","0","0","9"
"3045","Olfr395","0","0","0","0"
"3046","Olfr23","0","0","0","0"
"3047","Olfr397","0","0","0","0"
"3048","Olfr398","0","0","0","0"
"3049","Olfr139","0","0","0","0"
"3050","Olfr399","0","0","0","0"
"3051","Zfp616","0","0","0","0"
"3052","Olfr401","0","0","0","0"
"3053","Olfr402","0","0","0","0"
"3054","Olfr403","0","0","0","0"
"3055","Olfr43","0","0","0","0"
"3056","Olfr406-ps","0","0","0","0"
"3057","Olfr59","0","0","0","0"
"3058","Olfr410","0","0","0","0"
"3059","Olfr411","0","0","0","0"
"3060","Olfr412","0","0","0","0"
"3061","Rap1gap2","2932","3686","2422","4335"
"3062","E130309D14Rik","0","4","15","44"
"3063","1300001I01Rik","1383","1645","1290","1899"
"3064","Pafah1b1","2319","2679","2106","3967"
"3065","Mettl16","357","448","263","760"
"3066","Mnt","1511","1677","1215","2469"
"3067","Sgsm2","290","325","168","471"
"3068","Tsr1","558","735","519","932"
"3069","Snord91a","7","0","0","1"
"3070","Srr","351","378","350","479"
"3071","Smg6","895","1063","751","1294"
"3072","Mir684-1","0","0","0","0"
"3073","Hic1","38","74","24","18"
"3074","Mir212","4","0","0","0"
"3075","Mir132","0","0","0","0"
"3076","Ovca2","359","286","342","516"
"3077","Dph1","410","337","326","626"
"3078","Rtn4rl1","38","69","91","43"
"3079","Rpa1","864","913","450","942"
"3080","Smyd4","161","259","131","234"
"3081","Serpinf1","716","959","753","1598"
"3082","Serpinf2","255","248","354","425"
"3083","Wdr81","3765","4370","3384","6491"
"3084","2210403K04Rik","77","133","69","199"
"3085","Mir22","0","0","5","0"
"3086","Tlcd2","278","332","224","503"
"3087","Prpf8","6839","7654","5834","11374"
"3088","Rilp","46","45","14","79"
"3089","Scarf1","37","108","93","175"
"3090","Slc43a2","3567","4569","3289","6337"
"3091","Pitpna","5306","5964","3832","7744"
"3092","Inpp5k","1356","1687","1352","2475"
"3093","Myo1c","5168","5642","4228","8407"
"3094","Crk","2500","2860","1995","3990"
"3095","Ywhae","3328","4184","2964","5134"
"3096","Doc2b","0","0","0","0"
"3097","Rph3al","0","1","0","0"
"3098","1700016K19Rik","0","0","0","0"
"3099","Fam101b","14","16","16","22"
"3100","Vps53","609","688","397","852"
"3101","Fam57a","41","27","26","10"
"3102","Gemin4","176","216","177","298"
"3103","Dbil5","0","4","0","0"
"3104","Glod4","430","482","310","582"
"3105","Rnmtl1","129","68","63","139"
"3106","Nxn","40","37","33","59"
