"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_3L1_b1","PVN_3L2_b1","PVN_3L3","logFC","logCPM","PValue","FDR"
"ENSMUSG00000095074.4","Gm3139",4,4.299,15,0,0,2.218,0.0112752881192819,5.35352527827593,0.993267066822731,1
"ENSMUSG00000095075.2","Olfr782",0,4,7,0,0,0,-0.00172704376268642,5.45761566914732,0.993271099424823,1
"ENSMUSG00000095093.2","Vmn2r111",0,2.597,6,15,0,0,-0.000472142400834647,5.55746896380198,0.99329658349572,1
"ENSMUSG00000095098.2","Ccdc85b",34,44,38,87,121,32,0.00240734209091056,7.05782123466842,0.993332043946796,1
"ENSMUSG00000095105.2","Edaradd",9,10,7,0,0,8,-9.19192715405312e-05,6.12257882375796,0.993407752700524,1
"ENSMUSG00000095115.2","Itpripl2",333,438,231,1033,2482,725,-9.66986147996839e-05,5.55461489192518,0.99353451493863,1
"ENSMUSG00000095125.2","Vmn1r198",8,4,0,0,0,7,0.00308049832502736,5.47255204044972,0.993648993762078,1
"ENSMUSG00000095139.2","Pou3f2",4,3,0,0,0,0,0.0074019712843349,6.19622290120174,0.993695606364897,1
"ENSMUSG00000095186.1","Gm10718",237.295,305.019,199.635,1099.921,660.915,430.072,0.00241126252781898,9.59942723255738,0.993751564229633,1
"ENSMUSG00000095187.2","Olfr1381",0,12.842,0,0,1,12,0.00164550376961675,7.87168232629629,0.9938889280798,1
"ENSMUSG00000095190.3","Gm10668",7,3,0,0,0,0,0.0018374546602966,7.15349124367105,0.993923195104771,1
"ENSMUSG00000095195.7","Gm3005",44.674,4.825,0,98.715,129.432,39.699,-0.00397015201021169,5.78168329849071,0.993942693590889,1
"ENSMUSG00000095199.8","Zfp967",26.835,10,14,8.854,101.221,52.138,0.00803985667071248,5.7139207677784,0.994051989874188,1
"ENSMUSG00000095201.2","Vmn1r91",0,1,4,0,1,0,0.00218336807050042,7.96845978039918,0.994149813600414,1
"ENSMUSG00000095248.3","Olfr681",7,2.3,0,0,21,16.642,0.00354397063004624,5.49170336931423,0.994223484880174,1
"ENSMUSG00000095253.4","Zfp799",37,19,19,136,87,71,0.00468208675732778,5.80418921224823,0.994250958569421,1
"ENSMUSG00000095280.1","Gm21738",552.057,759.148,460.787,1763.057,200.186,982.688,0.001787096014692,10.0654252975753,0.994318904721062,1
"ENSMUSG00000095294.2","Gm21119",0,10.704,5,14.988,0,0,0.000935683819780345,5.78123028585728,0.994540450551971,1
"ENSMUSG00000095295.8","Gm3488",55.975,89.474,55.526,323.663,398.84,145.643,-0.00316431754817407,5.97474956292263,0.994873279858363,1
"ENSMUSG00000095300.1","Gm906",3,6.783,0,0,0,6.027,-0.00852472045956699,5.78480485629783,0.994874760202816,1
"ENSMUSG00000095302.2","Ssty2",0,2,6,0,0,0,-0.00146717475521096,6.64081442050963,0.994922022212347,1
"ENSMUSG00000095315.2","Gm10130",28,7,0,17.207,14,6,0.00444004052059062,6.94347032335953,0.995025617365995,1
"ENSMUSG00000095325.3","Zfp870",37,24,24,106,154,61,-8.25795140397036e-05,6.00802215193605,0.995103454022246,1
"ENSMUSG00000095362.7","Gm14325",4.571,11.145,4,0,18.816,14.357,-0.00106086996868465,6.06333195039915,0.995631120260119,1
"ENSMUSG00000095377.2","Olfr91",9,15,0,4,16,6,-0.00196310319879412,7.50883962232326,0.99567678733318,1
"ENSMUSG00000095401.2","Olfr804",15,5,0,0,0,10,-0.00451468621942873,6.42624990171813,0.996206467731241,1
"ENSMUSG00000095430.3","Vmn1r72",8,5,0,0,0,0,-0.00259319013109531,7.54254564941231,0.996402792822996,1
"ENSMUSG00000095432.9","Zfp748",98,25,21,51,194,68,-0.00153988534809196,6.85032560000444,0.996493247267506,1
"ENSMUSG00000095440.2","Fignl2",24,84,44,161,445,80,0.0063837252063714,6.41804784153984,0.996494563777927,1
"ENSMUSG00000095448.3","Olfr859",10,2,0,15,0,0,-1.59754527419589e-05,6.94129073221647,0.996537196593097,1
"ENSMUSG00000095463.8","Entpd4",0,32.375,51,286.467,506.156,221,0.00422507596786114,6.95157395021405,0.996815357260933,1
"ENSMUSG00000095484.4","Olfr1480",0,2,4,0,0,0,-0.00158589268018815,7.79849522769782,0.997082222126289,1
"ENSMUSG00000095486.2","Vmn2r22",14,4,6,0,0,3,0.00552221186738904,6.26126682566986,0.997413912430132,1
"ENSMUSG00000095498.1","Ifna1",0,1,10,0,0,0,0.00139878618758385,8.27338195101892,0.997590657643592,1
"ENSMUSG00000095503.4","Gm3147",1,5.121,0,0,0,2.107,-0.000272262211594932,7.4413239537342,0.997666618707682,1
"ENSMUSG00000095520.2","Gm20877",3,0,6,0,0,0,0.0028264013551278,6.61464369331163,0.997789894407969,1
"ENSMUSG00000095525.1","Olfr834",8,0,5,0,0,0,-0.00136952159304321,7.53824510269523,0.998061118558523,1
"ENSMUSG00000095547.1","Gm10719",92.927,182.391,106.192,662.889,27.438,287.121,-0.000693747868980948,6.52736552256538,0.998152443296979,1
"ENSMUSG00000095567.8","Noc2l",285,379.001,240,1184,1664,441.001,0.000240716108021193,6.05488044993761,0.998298907025895,1
"ENSMUSG00000095586.1","Olfr1287",0,1,8,0,0,0,-0.00194366169762828,6.05843345923155,0.998485246901448,1
"ENSMUSG00000095595.2","Fam177a",0,74,0,251,258,0,0.000279123170329612,8.25067904946487,0.998886276644255,1
"ENSMUSG00000095609.2","Gm21188",13,9,13.557,60,1.4,0,-0.00142901603514149,7.95034652586137,0.999433917253293,1
"ENSMUSG00000095629.2","Vmn1r89",12,2,4,0,0,0,-0.00107967335030472,7.01723991080744,0.999456884254689,1
"ENSMUSG00000095647.1","Taar7a",0,4,12,0,0,0,-0.000120061585087159,7.29571916815961,0.999550019793013,1
"ENSMUSG00000095648.7","Gm2004",0,12.485,0,61.484,41.326,0,0.000340073472053999,9.26787069348064,0.999738879963679,1
"ENSMUSG00000095664.2","Vmn2r67",9,18,0,11,0,27,-0.000184969205094772,7.28125332154581,0.999939842892552,1
"ENSMUSG00000095677.2","Dynlt1f",34.006,44.854,37.033,76.764,178.001,83.777,-0.00277468153534257,3.31016589653558,0.99999999999998,1
"ENSMUSG00000095683.2","Gm10662",0,0,0,10,0,19.762,0.0113190362754711,3.42094961614985,0.999999999999983,1
"ENSMUSG00000095687.2","Rnaset2a",342.998,477.494,263.631,1391.101,2585.831,536.299,0.0172629131109606,3.46926894285763,0.999999999999989,1
"ENSMUSG00000095730.3","Vmn2r29",6,7.751,0,11.809,49.992,14.182,-0.0198720411045023,3.64123171619877,0.999999999999991,1
"ENSMUSG00000095804.2","Olfr824",5,3,0,9,0,0,0.0203174713175558,3.39310989258456,0.999999999999993,1
"ENSMUSG00000095864.2","Vmn1r77",7,8,0,8,0,5,0.0057092544589999,3.29775054717194,0.999999999999994,1
"ENSMUSG00000095879.1","Gm21764",4.802,0,6,0,0,0,-0.180054319672225,-0.352438314860925,0.999999999999994,1
"ENSMUSG00000095891.7","Gm10717",20,79.622,7.002,130.291,19,37.076,0.00914150418118665,3.28412536217602,0.999999999999994,1
"ENSMUSG00000095916.2","Vmn1r191",21,2,23,0,0,9.174,-0.290344118441465,-0.476184525338335,0.999999999999995,1
"ENSMUSG00000095917.2","Olfr740",5,1,5,0,0,12,-0.00710421952911557,3.15341874167415,0.999999999999995,1
"ENSMUSG00000095928.3","Olfr204",10,7,2,22,15,13,-0.0201727796663582,3.04518988774193,0.999999999999995,1
"ENSMUSG00000095930.1","Nim1k",10,7,2,15,16,10,-0.0170922647237865,3.12061629173198,0.999999999999995,1
"ENSMUSG00000095932.3","Vmn1r49",9,3,7,0,0,7,0.31425834043404,-0.650509010073772,0.999999999999995,1
"ENSMUSG00000095936.3","Zscan4e",5,1.164,0,0,0,0,0.0058168211286236,2.91200729666595,0.999999999999996,1
"ENSMUSG00000095954.4","Gm3183",1,7.927,0,29,0,37.46,0.0884306050535777,-0.278533374841544,0.999999999999997,1
"ENSMUSG00000095957.2","Olfr832",0,1,0,6,0,4,0.0269812080630644,3.23483534080696,0.999999999999997,1
"ENSMUSG00000095961.2","Vmn2r102",8,6,0,18,12,19,0.104542203430578,-0.45965267235279,0.999999999999997,1
"ENSMUSG00000095990.1","Zfp97",23,23.533,0,52,111.698,44.993,0.016429178761476,3.20089276821801,0.999999999999998,1
"ENSMUSG00000095996.4","Gm16513",1,15.439,14.54,0,0,2.367,-0.52481172516228,-0.787536926378749,0.999999999999998,1
"ENSMUSG00000096001.2","2610528A11Rik",6,17,10,22,60,23,-0.0158992657815434,3.47102452078924,0.999999999999998,1
"ENSMUSG00000096002.2","Vmn2r53",4,12,1,24,0,4,0.00949807917809558,2.09199563018288,0.999999999999998,1
"ENSMUSG00000096009.2","Olfr134",5,2,0,0,0,0,-0.188991865076488,-0.220965516113073,0.999999999999998,1
"ENSMUSG00000096010.2","H4f16",4,5,26,22,13,9,0.305715621202774,-0.794777176664515,0.999999999999999,1
"ENSMUSG00000096029.4","Olfr679",8,5.701,6,0,0,3.358,-0.0239836651295801,3.11811324900606,0.999999999999999,1
"ENSMUSG00000096035.2","Odaph",13,4,10,13,0,11,0.0115479927239155,2.18596720347593,0.999999999999999,1
"ENSMUSG00000096039.8","D830030K20Rik",33,13.588,6,52.003,107,31,0.0348079398509321,-0.1057363441578,0.999999999999999,1
"ENSMUSG00000096051.2","Vmn1r40",7,3,0,0,6,11,-0.0291167837192426,-0.488535976430697,0.999999999999999,1
"ENSMUSG00000096054.3","Syne1",16,44.999,124.001,431,589,260.001,-0.439469644312992,-0.967352790710591,0.999999999999999,1
"ENSMUSG00000096099.2","Vmn1r220",48,8,0,26,0,0,-0.0303090605768817,2.37777266698034,0.999999999999999,1
"ENSMUSG00000096109.2","Olfr1537",0,4,13,7,0,2,-0.0146741699712177,2.4123344611215,0.999999999999999,1
"ENSMUSG00000096141.2","Dnah7a",0,1,2,0,0,0,0.000120829849339421,4.93360075461723,0.999999999999999,1
"ENSMUSG00000096145.2","Vkorc1",85,117,77,137,356,73.441,-0.213066560828311,-0.885233656677719,0.999999999999999,1
"ENSMUSG00000096167.4","Olfr887",9,3,0,0,0,0,-0.213066560828311,-0.885233656677719,0.999999999999999,1
"ENSMUSG00000096175.3","Gm21761",6,8,0,5,0,11,-0.213066560828311,-0.885233656677719,0.999999999999999,1
"ENSMUSG00000096180.2","Vmn2r49",6,1,0,0,0,0,0.0480495604184919,2.06981478402721,0.999999999999999,1
"ENSMUSG00000096188.1","Cmtm4",407,355,179,686,1950,353,0.0473236575682475,2.04132848299027,0.999999999999999,1
"ENSMUSG00000096199.2","Ptrhd1",18,18.054,32,55,129.875,20,0.00683168431354898,4.5330538646666,0.999999999999999,1
"ENSMUSG00000096201.1","Gm10715",0,7.461,3.032,2,21,2.556,0.0809484448156452,-0.240723856932889,0.999999999999999,1
"ENSMUSG00000096210.2","H1f0",116,146,33,283,591,144,0.0362620822641777,1.83470818858731,0.999999999999999,1
"ENSMUSG00000096218.2","Gm2916",38,14.425,5,0,58.67,36.728,0.000873505395824624,5.03667919907415,0.999999999999999,1
"ENSMUSG00000096228.5","Olfr5",0,5,8,0,15,0,-4.77650905907523e-05,5.20044836981077,0.999999999999999,1
"ENSMUSG00000096255.2","Dynlt1b",67.235,54.53,32.488,185.595,263.48,67.964,-0.273567002819845,-0.159809126282095,0.999999999999999,1
"ENSMUSG00000096257.2","Ccer2",0,4,0,10,24,2,-0.273567002819845,-0.159809126282095,0.999999999999999,1
"ENSMUSG00000096284.2","Tcstv1",8,2,0,0,0,10,-0.10675784660327,1.33457847540015,0.999999999999999,1
"ENSMUSG00000096289.4","Olfr1484",0,3,0,10,0,9,-0.0270316436267706,0.674345581636808,0.999999999999999,1
"ENSMUSG00000096351.2","Samd11",34,50,20,103,136,71,0.0247969633532716,-1.19104736009566,0.999999999999999,1
"ENSMUSG00000096356.3","Olfr889",10,7,0,0,2,7,0.0104554572121793,2.25641283360738,0.999999999999999,1
"ENSMUSG00000096370.8","Gm21992",18.561,11.187,33.963,185.607,171.709,10.483,-0.00154528334463762,5.31704434787861,0.999999999999999,1
"ENSMUSG00000096373.3","Vmn2r31",9,5,0,0,0,2.483,0.00125037654627143,4.31354236166337,0.999999999999999,1
"ENSMUSG00000096385.7","Gm11168",27.251,52.374,46.71,146.815,52,109.91,0.0860433791529192,1.34444787429984,0.999999999999999,1
"ENSMUSG00000096405.3","4930474N05Rik",0,6,5,0,0,0,0.0551992413381968,0.74965192202525,0.999999999999999,1
"ENSMUSG00000096409.3","Olfr890",0,1,0,1,0,7,0.0195017337835136,3.73929334071205,0.999999999999999,1
"ENSMUSG00000096433.2","Zfp994",53,53.222,54.605,174.148,274.667,73.156,0.249599347943874,-0.504282518378196,1,1
"ENSMUSG00000096436.3","Olfr1437",11,1,0,0,0,8,-0.148164378737888,0.0106394751569881,1,1
"ENSMUSG00000096458.7","Moap1",0,7.78,1,20.858,12.96,0,0.0959368464490311,0.028902274369957,1,1
"ENSMUSG00000096463.1","Gm21750",5,0,1,0,0,6,-0.0737828393002439,1.30174170480805,1,1
"ENSMUSG00000096465.3","Olfr488",12,6,0,0,0,0,-0.0473175859065435,0.733513174110864,1,1
"ENSMUSG00000096472.2","Cdkn2d",26,20,8,114,136,23,0.0373490545705191,1.44983987524924,1,1
"ENSMUSG00000096485.3","Olfr1466",3,2,0,0,0,0,0.0184071866245005,1.51136589726022,1,1
"ENSMUSG00000096488.1","Gm10409",0,33.93,0,117.229,155.291,0,0.0068127074399055,2.3153045746886,1,1
"ENSMUSG00000096497.2","Olfr787",0,4,5,0,0,16,-0.00668928333324325,4.38249586977478,1,1
"ENSMUSG00000096516.3","Olfr628",12,1,0,0,0,0,0.00359624454394085,4.05740768924233,1,1
"ENSMUSG00000096519.1","Gm10721",9,11.214,0,43.716,0,18.872,-0.00182972715869344,1.5255055410983,1,1
"ENSMUSG00000096546.2","Smlr1",7,5,16,17,41,3,0.000575084805237695,4.89407248685688,1,1
"ENSMUSG00000096549.9","Prickle4",13,6,0,24,28.984,6,-0.140760354788386,0.61252005753144,1,1
"ENSMUSG00000096574.7","Gm2956",56.854,49.85,0,227.333,126.859,55.901,-0.0044926741036833,5.24897295950365,1,1
"ENSMUSG00000096593.2","Vmn2r54",0,7.279,11,0,0,0,0.00381089663666335,5.36377978066318,1,1
"ENSMUSG00000096606.2","Tpbgl",332,376,215,885,2216,440,-0.148011953265852,0.102251355808619,1,1
"ENSMUSG00000096621.2","Gm5849",0,1,2,17,0,0,-0.131294694953517,0.43357236677888,1,1
"ENSMUSG00000096629.7","Gm3383",16,22.152,8.932,130.755,11.252,35.653,0.122553904267535,0.761557648194877,1,1
"ENSMUSG00000096630.2","Vmn2r26",6,2,11,7,0,14,0.0728823373811602,1.75013737084222,1,1
"ENSMUSG00000096687.8","Mfsd4b4",18,38,21,160,180,43,-0.0646351636128355,0.0196512786363153,1,1
"ENSMUSG00000096696.1","Zfp960",0,1.467,10,0,13.302,8.007,-0.0226093296926229,2.58958806675371,1,1
"ENSMUSG00000096703.3","Olfr1286",3,0,0,7,0,3,-0.017949754578234,2.85300197127895,1,1
"ENSMUSG00000096717.2","Vmn2r98",6,1,0,0,0,0,-0.00688554719446902,3.78394495512713,1,1
"ENSMUSG00000096718.2","Zfp781",76.335,43.532,23.983,69.278,0,22.901,-0.00647659991297255,5.51977899477785,1,1
"ENSMUSG00000096719.1","Mrgpra2b",0,2.008,0,24.574,53,0,0.00315699970795097,4.28953172145917,1,1
"ENSMUSG00000096727.3","Psmb9",91.001,69,33,229,362,73,-0.000918604977047683,5.03979209738696,1,1
"ENSMUSG00000096735.3","Vmn1r79",7,9.886,16,11,0,5,0.000678197610708686,5.59311728732922,1,1
"ENSMUSG00000096736.1","Gm17535",1,10.96,0,65.265,0,37.904,-0.113228609841531,0.497904146636152,1,1
"ENSMUSG00000096740.8","Lbhd1",13.492,10.717,13.67,56.495,71.445,6.069,-0.100232232977891,0.59274529026266,1,1
"ENSMUSG00000096757.2","Olfr251",0,3,5,0,0,9,0.0907791573815656,0.284127140015147,1,1
"ENSMUSG00000096770.2","Amy2a4",3,4.862,13,0,0,0,0.0638068855062041,0.58159922716719,1,1
"ENSMUSG00000096775.1","Gm5796",0,4.198,1.277,0,0,0,0.0638068855062041,0.58159922716719,1,1
"ENSMUSG00000096793.7","Gm3002",22.499,7.006,11.12,68.121,160.845,33.496,0.0161564559181515,0.504664071854464,1,1
"ENSMUSG00000096795.4","Zfp433",37.029,14.883,49,72.023,148.797,61,0.0149696122100818,3.88745702703984,1,1
"ENSMUSG00000096806.2","Olfr312",0,4,0,23,0,15,-0.35271862742569,-0.349845346847661,1,1
"ENSMUSG00000096819.1","Srsy",1.198,13,0,11,0,0,-0.345952144212107,-0.297640527897761,1,1
"ENSMUSG00000096822.2","Olfr344",0,4,22,2,0,6,-0.335583167780113,-0.352446764828025,1,1
"ENSMUSG00000096847.2","Tmem151b",3,4,5,10,10,0,-0.335583167780113,-0.352446764828025,1,1
"ENSMUSG00000096852.2","Cyp2d12",0,9,0,7,0,4,-0.327503046840928,-0.305512130352498,1,1
"ENSMUSG00000096854.1","Ifnz",0,1,0,9,7,0,-0.311704713910186,-0.147515042030981,1,1
"ENSMUSG00000096856.7","Gm10778",0,0,0,17.51,0,11.163,0.295563997785375,-0.194919018378141,1,1
"ENSMUSG00000096861.2","Vmn2r68",0,1,7,0,0,5,0.28429436395437,-0.980681559333712,1,1
"ENSMUSG00000096879.2","Tdpoz8",12,2,0,0,0,0,-0.283009514623246,-0.758375942585982,1,1
"ENSMUSG00000096904.7","Lamtor3-ps",6.075,25.665,24.56,173.275,206.346,69.913,-0.267837110571394,-0.56621926480575,1,1
"ENSMUSG00000096910.2","Zfp955b",48.1,29.117,12,59.656,221.567,47.317,-0.267837110571394,-0.56621926480575,1,1
"ENSMUSG00000096914.3","Galntl6",0,1,0,0,14,7,-0.25116908196182,-0.00204644432969932,1,1
"ENSMUSG00000096915.1","Btbd35f6",0,0,0,5,38,0,0.242188439548598,0.00529641533131238,1,1
"ENSMUSG00000096916.7","Zfp850",30,8,18,48,83,19,-0.237941116370016,-0.09783609138057,1,1
"ENSMUSG00000096923.1","A730071L15Rik",3,3,9,32,18,0,-0.225137303622033,-0.241922225548237,1,1
"ENSMUSG00000096930.1","Gm26657",6,9,0,4,53,2,-0.216852094114674,0.252426687525934,1,1
"ENSMUSG00000096968.1","Gm26620",28,6,5,14,29,32,0.215001451697901,0.117926693176843,1,1
"ENSMUSG00000097075.3","Cdiptos",27,7,21,25,30,26,-0.213814238604879,-0.322172710276396,1,1
"ENSMUSG00000097078.1","Gm26566",32,28,6,95,131,77,-0.212391657525824,-0.488921210921289,1,1
"ENSMUSG00000097148.2","Gm3839",1.006,10.166,0,9.833,13.713,0,-0.21101206812649,0.0432221614416768,1,1
"ENSMUSG00000097221.1","1810049J17Rik",1,33,13,36,147,49,0.210688489199494,0.00997904408650086,1,1
"ENSMUSG00000097271.1","Gm9903",5,1,0,10,22,0,-0.205475026235823,-1.20044794413016,1,1
"ENSMUSG00000097327.7","E030030I06Rik",7,0,0,1,0,11,-0.203183741654842,-0.675266970818617,1,1
"ENSMUSG00000097328.7","Tnfsf12",97.517,68.922,79.495,192.637,363.8,62.999,-0.202340158305083,-0.170130429192827,1,1
"ENSMUSG00000097333.7","Zfp87",23,15,18,49,42,34,0.201123062603468,-0.160479565920321,1,1
"ENSMUSG00000097392.4","Thoc2l",149,162,110,450.001,865.999,168.999,-0.191300669278145,-0.0692803374464338,1,1
"ENSMUSG00000097487.7","Ptges3l",0,11,0,0,7,3,0.189995011750503,0.00582636418331496,1,1
"ENSMUSG00000097789.2","Gm2115",0,4,2,15,23,6,0.180177636642343,-0.0383662424343862,1,1
"ENSMUSG00000097854.1","Gm26602",3,33,4,34,99,22,-0.178042446313994,-0.131210847540763,1,1
"ENSMUSG00000097929.9","Tunar",0,4,3,0,0,12,-0.176816237311518,0.0980341600783229,1,1
"ENSMUSG00000098022.7","Zfp82",10,15,10,63,55,15.837,0.168104599954793,0.0635471752157187,1,1
"ENSMUSG00000098112.8","Bin2",1384,1537,765,4006,7529,1962,-0.168055603816994,0.404995043513179,1,1
"ENSMUSG00000098134.1","Rnf113a2",72,31,26,81,112,52,-0.16592621320246,0.122046243007275,1,1
"ENSMUSG00000098176.2","Ccdc166",23,17,18,26,50,3,-0.156005247255831,-0.099318005826719,1,1
"ENSMUSG00000098188.1","Sowahc",629,1182,669,2219,5429,1167,-0.150207851302525,0.0453458366447978,1,1
"ENSMUSG00000098207.1","Arl14",12,0,3,7,0,0,0.149463827051788,0.0591078929040603,1,1
"ENSMUSG00000098274.7","Rpl24",228.774,397.85,228.761,693.351,1483.902,263.978,-0.147075807071689,0.101263164252366,1,1
"ENSMUSG00000098332.2","Pigbos1",0,12,3,72,112,9,-0.14589289653631,0.255083954075131,1,1
"ENSMUSG00000098374.1","Gm28043",124.767,71.854,47.769,265.092,325.595,129.761,-0.14589289653631,0.255083954075131,1,1
"ENSMUSG00000098387.2","Pet117",0,0,0,62.809,11.507,4.363,-0.14391769833729,-0.947290657069935,1,1
"ENSMUSG00000098488.7","Pla2g4b",54.895,33,39,26.035,159.999,17.304,-0.143026149927123,0.344657479792695,1,1
"ENSMUSG00000098505.3","Gm14496",11,8,10,0,0,4,0.142260896601777,-0.037865237288369,1,1
"ENSMUSG00000098549.1","Gm5269",0,1,0,13,0,6,-0.141416439469201,0.621462426065938,1,1
"ENSMUSG00000098557.1","Kctd12",8870,12955,6281,28726,64203.024,12178,-0.138453915507284,0.432398986485869,1,1
"ENSMUSG00000098640.1","Gm14214",0,4,2,8,0,8,-0.133734331965558,-0.125212975084715,1,1
"ENSMUSG00000098650.1","Commd1b",63.44,107.19,111.664,0,310.689,0,0.130850623114595,0.748622996321529,1,1
"ENSMUSG00000098678.1","Mroh6",16,2,0,9,0,12,0.129161620068033,-0.46698255343285,1,1
"ENSMUSG00000098692.1","Gm28041",0,0,0,0,23.112,13,0.128091028448181,-0.0378470598619463,1,1
"ENSMUSG00000098781.1","Gm28044",0,0,0,4.014,0,2.596,0.126375145599748,-0.261686020170553,1,1
"ENSMUSG00000098789.7","Jmjd7",5.854,20,0,42.319,121,0,-0.1261832879274,0.186385041035114,1,1
"ENSMUSG00000098905.2","Zfp953",42,28,11,74,133,40,-0.123563341824893,0.637221543258133,1,1
"ENSMUSG00000098923.1","Tmem185b",49,138,53,505,679,225,-0.123359140227981,0.100451512230214,1,1
"ENSMUSG00000098950.7","Gm28036",138.374,94.62,2,188.584,677.637,108.988,-0.123141547857408,0.373361275985978,1,1
"ENSMUSG00000099032.2","Tcf24",2,4,4,26,8,14,0.122923814485401,-0.129528497754713,1,1
"ENSMUSG00000099041.1","Gm28035",324.782,152.05,129.672,573.924,936.893,170.497,-0.12136007476669,0.360032471766835,1,1
"ENSMUSG00000099083.7","Atf7",244,272,180.999,679,1583.999,437,0.119616347193333,-0.0225247383458638,1,1
"ENSMUSG00000099102.1","Gm11983",0,0,10,0,1,4,0.116540555311564,0.418386020407857,1,1
"ENSMUSG00000099398.1","Ms4a14",8,4,0,0,0,0,0.115958231173253,0.271676952295665,1,1
"ENSMUSG00000099481.6","Xndc1",55.03,18.898,6,83,94.277,50,0.112653641326634,0.296758987382915,1,1
"ENSMUSG00000099583.2","H3c4",0,2,0,1,0,2,0.110698528153899,0.319945266335077,1,1
"ENSMUSG00000099611.2","Vmn1r189",6,1,0,0,0,4.179,-0.108627960260572,0.601463799085569,1,1
"ENSMUSG00000099687.3","Olfr623",5,2,0,0,9,3,0.106746953308828,1.31319254823875,1,1
"ENSMUSG00000099689.6","Zfp383",1,6,9,63,118,11,0.106643965610088,0.506081759875064,1,1
"ENSMUSG00000099787.3","Vmn1r192",0,2,8,0,6,0,0.106496213374812,0.245420588434925,1,1
"ENSMUSG00000099820.2","Olfr1036",10,1,0,0,0,0,-0.106420049460209,-0.622211083565341,1,1
"ENSMUSG00000099974.1","Bcl2a1d",1.031,34.247,33.699,38.061,130.988,36.232,-0.103945723911615,0.61721357502292,1,1
"ENSMUSG00000100004.1","Taar8c",0,1,0,10,0,12,-0.102711372589856,0.302658415965411,1,1
"ENSMUSG00000100235.8","Gm28557",41,6,0,20,152.213,26,-0.102421085442836,-0.688431486269203,1,1
"ENSMUSG00000100505.1","Gm13283",0,1,0,30,6,8,-0.100676355020141,0.620098329113264,1,1
"ENSMUSG00000100621.2","Gm28374",0,2.727,2,0,17.566,17.621,-0.0974089544493081,0.280853078938857,1,1
"ENSMUSG00000100622.1","Gm20379",3,7,0,0,0,0,-0.0950806253976355,0.0383937214018698,1,1
"ENSMUSG00000100937.1","1700020D05Rik",18,10,4,20,14,13,-0.0946901584462861,0.656762016732241,1,1
"ENSMUSG00000100950.1","Taar7f",9,3,0,7,1,0,-0.0938364585767295,0.1888897631824,1,1
"ENSMUSG00000100967.1","Gm29666",5,10,18,22,0,17,-0.0914468702372288,-0.391654894010609,1,1
"ENSMUSG00000101073.2","Vmn1r200",6,8,15,0,0,7,0.0905110093260858,-0.061150086609638,1,1
