"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_14A1","PVN_14A2","PVN_14A3","logFC","logCPM","PValue","FDR"
"ENSMUSG00000001435.15","Col18a1",12,3,7,2,0,4,4.44983011628796,1.51861943202806,0.0164542563751581,1
"ENSMUSG00000001436.15","Slc19a1",59.999,81,23,57,5,31,-1.49672063078062,3.80446349293147,0.0166916776504182,1
"ENSMUSG00000001440.5","Kpnb1",974,1560,522,1884,197,802,1.00742708630201,4.98272574103497,0.0168429599435281,1
"ENSMUSG00000001441.13","Npepps",159,340,140,355.999,44,230,-6.20426247036091,1.4824389669898,0.01711999930405,1
"ENSMUSG00000001444.2","Tbx21",0,1,0,7,0,4,-0.915980484108198,5.07698553636722,0.0172135915662263,1
"ENSMUSG00000001445.10","Mrpl10",55,80,22,81,10,51,1.12613022510634,4.77934646554652,0.0172387763716717,1
"ENSMUSG00000001467.5","Cyp51",19,65,20,124,21,40,1.278530314049,4.37038519314508,0.0172744753109996,1
"ENSMUSG00000001472.17","Tcf25",786,839.001,459,1168.001,98,532.001,0.722654789441591,7.27172031514936,0.0174026062142258,1
"ENSMUSG00000001473.7","Tubb6",52,266,72,485,20,140,-1.64357958522005,3.56206606410927,0.0174460537734739,1
"ENSMUSG00000001482.15","Def8",29,58,20,72,9,30,2.17069007946405,3.1675499265394,0.0175265956421548,1
"ENSMUSG00000001493.9","Meox1",0,4,0,3,0,1,1.7886102951128,3.55398887831361,0.0175475055679195,1
"ENSMUSG00000001496.15","Nkx2-1",0,0,8,8,0,3,-0.966381114234654,5.27262094649756,0.0175927327326872,1
"ENSMUSG00000001497.18","Pax9",0,0,7,37,0,1,-1.39865451642876,3.84043227143368,0.0176415394617947,1
"ENSMUSG00000001504.10","Irx2",0,0,0,3,0,1,0.802301232711914,6.06418874096409,0.017823459942951,1
"ENSMUSG00000001507.16","Itga3",1,14,0,0,0,4,1.23725585768006,4.4149117354969,0.0179605556451606,1
"ENSMUSG00000001510.8","Dlx3",13,2,0,6,0,0,-6.23218314610884,1.44652838979701,0.0180076443403299,1
"ENSMUSG00000001517.14","Foxm1",14,17,43,113,0,32,3.80878852055047,2.05553597663363,0.0180445461838485,1
"ENSMUSG00000001518.12","Itfg2",41,41.001,16,78,1,23,-6.2370448627002,1.45374197931289,0.0180965687641245,1
"ENSMUSG00000001520.12","Nrip2",6,7,0,1,0,4,-1.25462818402869,4.08972595331746,0.0180981410878105,1
"ENSMUSG00000001521.12","Tulp3",13,30,13,76.999,4,32,3.2268644443639,2.29534663403807,0.0181062523197346,1
"ENSMUSG00000001524.14","Gtf2h4",39,31,15,28,0,18,0.782155715776861,6.59197365173764,0.0181759043428444,1
"ENSMUSG00000001525.10","Tubb5",845,938,702,1347,81,756,-0.745371731422978,6.10999660129758,0.0181897856996493,1
"ENSMUSG00000001542.7","Ell2",33,77,33,170,32,39.999,-1.04601185959702,4.53365049867169,0.0187278134309649,1
"ENSMUSG00000001552.14","Jup",206.999,386.001,222,475,46,257.999,1.70046360795484,3.76373846472127,0.019269287407503,1
"ENSMUSG00000001555.10","Fkbp10",8,4,0,1,0,4,0.995275975471776,5.03445453308045,0.0193120904888993,1
"ENSMUSG00000001558.5","Klhl10",7,0,0,8,0,11,2.66131209910247,2.65369804113675,0.0193138486101738,1
"ENSMUSG00000001569.10","Nom1",107,98,31,125,18,85,-1.06767443467195,4.60359895424787,0.0193997577686313,1
"ENSMUSG00000001576.15","Ergic1",84,231.999,85,142,24,113,-1.115611249613,4.58838212649547,0.0195082120875554,1
"ENSMUSG00000001583.13","Tnk1",0,5,7,0,0,1,5.11197909943955,1.56911036853963,0.0195483156143631,1
"ENSMUSG00000001588.12","Acap1",14,2,15,85.999,2,4,1.10364905637309,4.72346322106295,0.0195769865998139,1
"ENSMUSG00000001627.12","Ifrd1",424,1347.001,588,2080,232,808,-1.23128044105509,4.22021353173226,0.0196727551921164,1
"ENSMUSG00000001630.13","Stk38l",31,76,86,111,0,68,1.3208787708284,4.29116893523064,0.0196801718685979,1
"ENSMUSG00000001632.16","Brpf1",241,456,184,689,58,260.999,-2.72832347274833,2.47800704306863,0.0198087801812688,1
"ENSMUSG00000001642.18","Akr1b3",200,230.949,98,320.991,38,184.984,3.43896347509029,2.32827244693743,0.020163123505216,1
"ENSMUSG00000001655.6","Hoxc13",6,1,0,2,0,7,2.40185325985905,2.83812528033696,0.0203057943624932,1
"ENSMUSG00000001656.3","Hoxc11",0,1,0,5,0,1,-0.711952686438265,6.22987408500664,0.0203600937510089,1
"ENSMUSG00000001657.7","Hoxc8",13,0,9,8,0,4,3.53428104007193,2.12955590666582,0.0204413777911296,1
"ENSMUSG00000001661.5","Hoxc6",0,0,0,7,3,0,-1.70613117949859,3.35346656292158,0.0205794877017791,1
"ENSMUSG00000001665.11","Gstt3",10,9,4,3,0,8,-0.759811889297531,6.09817877189376,0.0206260884595647,1
"ENSMUSG00000001666.8","Ddt",3,12,20,25,0,3,2.11448561037983,3.05117990711598,0.0206820865743991,1
"ENSMUSG00000001674.11","Ddx18",108,130.953,84,154.964,25,85,0.849510268247663,5.61791707780833,0.0207512544416291,1
"ENSMUSG00000001687.15","Ubl3",569,856.001,417.001,930,84,564,-6.15752700576432,1.40882283541059,0.0207992976379805,1
"ENSMUSG00000001700.10","Gramd3",5,12,14,14,0,8,3.7154869061762,1.84689999486339,0.0208213600147676,1
"ENSMUSG00000001707.8","Eef1e1",11,38,8,67,5,34,1.02558047092092,5.07477593012419,0.0209756486342487,1
"ENSMUSG00000001729.14","Akt1",496,674,353,952.999,54,512,0.720838262964321,6.74129022983347,0.0211374168896782,1
"ENSMUSG00000001739.14","Cldn15",3,0,0,13,0,1,1.00272884111806,4.95063087872762,0.0211594506686582,1
"ENSMUSG00000001741.12","Il16",443,414,243,414,40,270,-0.713569580881542,7.1807483156443,0.0212341651026766,1
"ENSMUSG00000001750.16","Tcirg1",1656.999,1962.002,1249,2316,181.001,1407.001,1.02319683563221,5.05964588300118,0.0212865600208863,1
"ENSMUSG00000001751.9","Naglu",398,345,191,297,16,257,3.90347946017804,2.00070409924038,0.0213658786198996,1
"ENSMUSG00000001755.12","Coasy",80,66,58,76,5,66,-2.03312190782384,3.10152783427383,0.0214816177868096,1
"ENSMUSG00000001761.7","Smo",213,313,92,252,21,212,-1.35542748445394,4.00566686311485,0.0219622658470333,1
"ENSMUSG00000001763.14","Tspan33",93,160,47,114,8,63,-6.10181510722014,1.42853799704093,0.021981123966924,1
"ENSMUSG00000001767.5","Crnkl1",71,92,55,112,13,54,-0.75910606945026,5.79745287117697,0.0221960584981317,1
"ENSMUSG00000001768.16","Rin2",647,760,660,640.001,65,566,-1.3728175764869,4.09473783111253,0.0223477465735432,1
"ENSMUSG00000001774.8","Chordc1",205,264,174.999,370,22,175.999,2.02394938486514,3.30738521434963,0.0224813818276887,1
"ENSMUSG00000001783.3","Rtcb",204,299,148,350,32,171,-1.23619279017741,4.01360475627079,0.0225884491694441,1
"ENSMUSG00000001785.13","Pwp1",20,54,77,90,11,42,0.687171561363744,8.42552659790401,0.0226267147632577,1
"ENSMUSG00000001786.14","Fbxo7",65.999,94.999,56,104.001,9,63,3.49527778588101,2.14609749364781,0.0226488822311806,1
"ENSMUSG00000001794.13","Capns1",263.001,295,219,483,24,232.999,4.57111914982061,1.29204085864332,0.0227002262926942,1
"ENSMUSG00000001804.9","Dsg4",0,6,0,6,1,5,4.13833894569855,1.68612403037991,0.0227917842062636,1
"ENSMUSG00000001827.12","Folr1",6,33,0,0,0,6,2.53158874917203,2.65742062659965,0.0228183558371352,1
"ENSMUSG00000001829.17","Clpb",80,106.999,64,181,12,97,1.47074101915178,4.02361419653085,0.0228184856711064,1
"ENSMUSG00000001833.17","Septin7",291,385,186,463.001,77,212,2.16754015525667,3.08414600606782,0.0228737282836691,1
"ENSMUSG00000001844.10","Zdhhc4",53,34,45,48,3,32,4.72153503289564,1.4012874472782,0.0229731307057094,1
"ENSMUSG00000001847.14","Rac1",1025,1443,708,1572.999,197,1006,0.937047758020911,5.27320230049132,0.0231931493237087,1
"ENSMUSG00000001855.15","Nup214",243,408,165,397,41.001,273,3.61591337937007,1.8749579745694,0.0234131624470887,1
"ENSMUSG00000001864.13","Aif1l",0,0,0,7,0,2,6.11815732923321,1.44488130280584,0.0234338995533967,1
"ENSMUSG00000001870.16","Ltbp1",0,13,1,15,0,24,6.13177672002642,1.44298530898074,0.0234441763060799,1
"ENSMUSG00000001891.16","Ugp2",102,100,74,217.001,20,85,1.85395451852753,3.460394730726,0.0235124396853277,1
"ENSMUSG00000001909.16","Trmt1",130.999,153.998,105.001,182,15,70,4.15551289337268,1.70968517204609,0.0235203374851583,1
"ENSMUSG00000001910.5","Nacc1",195,314.001,85,380.887,41,226.966,0.693377284483978,7.43196201262466,0.0235700875136862,1
"ENSMUSG00000001911.16","Nfix",281,399.999,215,486,29,265.001,0.738279524635327,6.30815550728178,0.023792050789059,1
"ENSMUSG00000001918.17","Slc1a5",37,95,71.001,241,21,44.999,1.18071163802905,4.47766016876537,0.0237947263895736,1
"ENSMUSG00000001924.15","Uba1",579,849,384,1060.999,88.001,503.999,-0.751857646595868,6.29848598429416,0.0239184581081034,1
"ENSMUSG00000001930.17","Vwf",37,24,21,10,3,31,-0.811805780573006,5.36362614142518,0.023973605688002,1
"ENSMUSG00000001942.8","Siae",83,139.999,48,99,14,59,0.688764326287948,7.39728060420935,0.0240449911167116,1
"ENSMUSG00000001946.14","Esam",7,2,6,12,0,2,3.54693326411914,1.97021406925868,0.0241385063323122,1
"ENSMUSG00000001962.8","Fam50a",80,144,36,175,16,91,3.70796781256381,2.01036422090964,0.0243012683944939,1
"ENSMUSG00000001964.14","Emd",71.158,113.742,36,120.738,9.151,61.186,6.20359351775709,1.04627929273469,0.024338413266396,1
"ENSMUSG00000001983.7","Taco1",30,22,4,25,5,19,-0.761509836214576,6.38143148874923,0.0243664409358153,1
"ENSMUSG00000001985.9","Grik3",0,3,0,17,0,2,-0.736976104335167,6.1469643879281,0.0245700732263076,1
"ENSMUSG00000001986.16","Gria3",0,3,10,11,0,2,-0.756302280678453,5.47970905592893,0.0246276006264597,1
"ENSMUSG00000001995.9","Sipa1l2",1118,1679,693,1730,167,971,-0.681153447868582,7.02381786138285,0.0246303160621056,1
"ENSMUSG00000001998.15","Ap4e1",55,71,30,98,17,56.999,-1.21498282833342,4.03758325239121,0.0246304452007083,1
"ENSMUSG00000001999.15","Blvra",46,36,52,61,3,43,6.11319701130906,1.39918185282294,0.0247260895167564,1
"ENSMUSG00000002006.12","Pdzd4",6,18,1,9,0,7,-0.767278989112187,6.19310265070373,0.0247676646989771,1
"ENSMUSG00000002007.5","Srpk3",138,74,27,58,11,70,-0.992901988629633,4.5416358966058,0.0248480850896966,1
"ENSMUSG00000002010.17","Idh3g",259.001,280.999,161,386.999,28,215.999,3.62713613526304,1.89808234352372,0.0248957997460632,1
"ENSMUSG00000002012.13","Pnck",16,6,8,0,0,3,0.675940932646037,9.08362439893274,0.0251946734048906,1
"ENSMUSG00000002014.12","Ssr4",89.999,214,105,205,8,109,-1.66606678298822,3.37456955601408,0.0252256355582725,1
"ENSMUSG00000002015.5","Bcap31",155,267,108,425,41,174,-4.45285737979544,1.73822739554271,0.0252261818609868,1
"ENSMUSG00000002017.10","Fam98a",52,75.999,35,155,20,94,4.07748520146094,1.77943124412561,0.0253177073351344,1
"ENSMUSG00000002020.15","Ltbp2",28,0,0,8,0,2,-0.850409141843561,6.02831612370391,0.0254032922270369,1
"ENSMUSG00000002028.13","Kmt2a",769,1073,423,1084,113,675,4.80298159595957,1.77537276543173,0.0255837975084234,1
"ENSMUSG00000002031.13","Ift46",52.999,91.999,89,119,0,59.001,-1.39967221060313,3.97377018920057,0.0256399387874873,1
"ENSMUSG00000002032.17","Tmem25",6,7,6,8,0,2,4.28353051770796,1.49534508437431,0.0256457413191079,1
"ENSMUSG00000002033.14","Cd3g",0,2,0,10,0,2,-0.713949526356827,6.57485526835127,0.0257816859429629,1
"ENSMUSG00000002043.17","Trappc6a",8,10,12,17,0,3,2.12419958617814,3.055512605391,0.0258509917034404,1
"ENSMUSG00000002052.6","Supt6",247,496,229,721,47,285,1.98249516267921,3.12626649864337,0.0259450876462421,1
"ENSMUSG00000002055.9","Spag5",3,10,24,48,0,15,6.15240429681955,0.687439864861642,0.026027869995823,1
"ENSMUSG00000002057.4","Foxn1",0,0,2,7,0,1,0.678681616308542,7.22564046567956,0.0264061878533325,1
"ENSMUSG00000002058.13","Unc119",0,12,0,48,3,0,-3.05691861431732,2.21111004636473,0.0265062891313814,1
"ENSMUSG00000002059.18","Rab34",25,27,22,39,0,26,6.07709260787126,1.30144281446288,0.0265229726182392,1
"ENSMUSG00000002064.10","Sdf2",74,126,51,137.001,23,94,-1.30633045501052,3.88530930574589,0.0265645444938592,1
"ENSMUSG00000002068.16","Ccne1",11,2,0,17,0,1,3.47921624880037,1.95423373963653,0.0265910986923353,1
"ENSMUSG00000002076.12","Hsf2bp",4,25,0,14,0,12,0.685949059458899,7.11552072604235,0.0266278972229443,1
"ENSMUSG00000002083.13","Bbc3",102,102,68,79,9,84,-0.866181095852774,5.40950410944585,0.0268049773492689,1
"ENSMUSG00000002100.15","Mybpc3",6,62,10,125,10,18,1.58052960104876,3.73376056138196,0.0268456848780006,1
"ENSMUSG00000002102.15","Psmc3",233,228.999,85,317.001,30,186,6.12045024328256,0.832372747658761,0.0276764269181691,1
"ENSMUSG00000002103.16","Acp2",731,909.001,448,867,81,706,5.17528581736319,1.22134709667652,0.0277672337986015,1
"ENSMUSG00000002104.11","Rapsn",19,12,34,5,0,10,-0.666590930634025,6.61838311891302,0.0277938452490892,1
"ENSMUSG00000002105.15","Slc39a13",109,139,68,154,18,79,6.06311739018265,1.3750245070352,0.0278647694024536,1
"ENSMUSG00000002107.18","Celf2",689.001,1156.999,524,1166,128,702,-0.666904313084039,6.57557835752304,0.028071910699158,1
"ENSMUSG00000002108.10","Nr1h3",2,4,9,8,0,0,-0.989485267437602,4.72256901382038,0.0281004853601487,1
"ENSMUSG00000002109.14","Ddb2",97,118,105,67,18,83.001,-1.26217465005679,4.20153749421799,0.0282391101484192,1
"ENSMUSG00000002111.8","Spi1",1038,1067,647,1660,128,856,-0.918013707099189,5.06681894169727,0.028298517424307,1
"ENSMUSG00000002129.11","Sf3a1",238,273,145,307,40,153,6.07615638020466,1.01969513969206,0.0282994341361619,1
"ENSMUSG00000002147.18","Stat6",599.001,823,472.001,927,76,530,-1.15884536806235,4.26938505062433,0.0283496862024584,1
"ENSMUSG00000002190.13","Clgn",24,42,41,33,0,17,-0.68210244760871,6.54515558916676,0.0284692164891819,1
"ENSMUSG00000002204.9","Napsa",17,3,24,103,0,19,3.25840445001399,2.21252630535816,0.0285680542936924,1
"ENSMUSG00000002205.16","Vrk3",73,144.999,81,143.001,12,82,-1.50699619705832,3.51712885257119,0.0286509368890818,1
"ENSMUSG00000002210.11","Smg9",193.999,150,57,203,41,132,2.32170453275446,2.79827059022084,0.0288668385078384,1
"ENSMUSG00000002221.11","Paxip1",129,97,52,115,10,68,0.911331541594176,5.24457491882132,0.0288858663252327,1
"ENSMUSG00000002222.14","Rmnd5a",351,383,162,318,32,200,2.40253569194738,2.74993649584373,0.0289281171540327,1
"ENSMUSG00000002227.15","Mov10",160,84,56,117,20,46,-5.96658652635234,1.26917101660127,0.0289394016913903,1
"ENSMUSG00000002233.13","Rhoc",49,28,27,28,0,25.999,0.858812332912571,5.51309034669301,0.0290345056745138,1
"ENSMUSG00000002240.12","Prr27",6,1,0,0,0,0,-1.78896780254549,3.15025633170386,0.0290520580443407,1
"ENSMUSG00000002249.21","Tead3",10,28,8,26,0,18,4.73225686941558,1.72660788019386,0.0292311789388385,1
"ENSMUSG00000002250.16","Ppard",276,241.001,149,415,34.001,210,-0.874545701556572,5.01861624481707,0.029327100815494,1
"ENSMUSG00000002257.8","Def6",115,107,100,167,10,69,0.660626505403834,8.06278623173608,0.0294855864703288,1
"ENSMUSG00000002265.17","Peg3",17,27,14,40,3,12,-1.21467747762445,4.34525155226206,0.0295409878958526,1
"ENSMUSG00000002266.17","Zim1",10,3,14,32,0,2,-1.16257478542003,4.0521780166144,0.0295502403614638,1
"ENSMUSG00000002274.13","Metrn",26,14,22,35,5,19,0.872509178382866,5.50510255489844,0.0296043413057693,1
"ENSMUSG00000002279.19","Lmf1",119,130,117,197,24,102,0.966542946173575,4.92525546878479,0.0296984711631585,1
"ENSMUSG00000002280.11","Ciao3",130,97.001,83,132,11,80,1.84178188574699,3.25627233920179,0.029748854928408,1
"ENSMUSG00000002289.16","Angptl4",3,5,7,26,0,6,-1.18854241443194,4.33348926120665,0.0300080535026739,1
"ENSMUSG00000002297.16","Dbf4",11,32,6,59,7,18,-0.677770006971116,6.38727668458318,0.0300622328016694,1
"ENSMUSG00000002307.16","Daxx",80,102.999,80,206,5,89,1.83767258319483,3.29804516598099,0.0300806279601615,1
"ENSMUSG00000002308.16","Cd320",4,22,10,33.001,1,14,-1.67558678219894,3.30590469818768,0.0301218536402926,1
"ENSMUSG00000002319.16","Ipo4",137,134,41.236,146,20.635,94.693,-1.639179682881,3.5447395361268,0.0302651041461933,1
"ENSMUSG00000002320.15","Tm9sf1",191,286.999,90.691,277.999,13,139.821,1.31336862727001,4.16101915048023,0.0303272900059897,1
"ENSMUSG00000002324.8","Rec8",7,13,0,10,0,3,4.33809799740908,1.25042698935011,0.0303418786921418,1
"ENSMUSG00000002325.15","Irf9",184.999,437,153,720.999,60,170,0.721288524183694,6.17570948231076,0.0303452960909948,1
"ENSMUSG00000002326.6","Gmpr2",151.999,171,87,154,20,105,0.922797995446665,4.96449851825793,0.0306923616264067,1
"ENSMUSG00000002329.7","Mdp1",50,113,90,187,6,68,-0.861588260389607,4.91878533214709,0.0307548007965512,1
"ENSMUSG00000002332.16","Dhrs1",48,72,51,98,15,49,3.92892771359415,1.74155974175612,0.0309978953164708,1
"ENSMUSG00000002341.8","Ncan",0,7,0,12,2,11,0.790008459837168,5.93755668127389,0.0310518049758598,1
"ENSMUSG00000002342.17","Tmem161a",86,100.001,25,118,0,61,2.62322670852542,2.45993629259102,0.0311622064749959,1
"ENSMUSG00000002343.11","Armc6",23,29,15,46,7,38,0.663121073756655,7.01029531232788,0.0313013693017138,1
"ENSMUSG00000002345.18","Borcs8",1,25,15,51,0,16,5.97066719986527,1.34127992637444,0.0313948909423325,1
"ENSMUSG00000002346.16","Slc25a42",19,15,3,19,0,21,5.95921679815669,1.32626222398309,0.0314601263560809,1
"ENSMUSG00000002365.10","Snx9",97,282,83,296,22,172,-0.735220421433666,5.60064602264933,0.0314738412037472,1
"ENSMUSG00000002372.9","Ranbp3",197,207,80,254,35,196,1.01619891253336,4.81965428209675,0.0315122721168558,1
"ENSMUSG00000002379.7","Ndufa11",2,28,26,31,1,7,0.671158913573256,6.94024453310385,0.0315843045386799,1
"ENSMUSG00000002384.2","Bmp8b",0,3,0,7,0,5,5.93588654833244,1.29534269348603,0.0316258959601693,1
"ENSMUSG00000002393.14","Nr2f6",95,142,69,221,13,105,5.96131508589663,1.28701815475242,0.0316588920111176,1
"ENSMUSG00000002395.14","Use1",134,170.001,58.001,270.998,23,153,-5.89563397333,1.27649082918659,0.0319607601120278,1
"ENSMUSG00000002396.8","Ocel1",78,81,81,120,11,84,-5.86026800940569,1.26456897888501,0.031978657070765,1
"ENSMUSG00000002409.18","Dyrk1b",40,25,7,67,3,24,2.32835910379598,2.7791705824878,0.0319931567934974,1
"ENSMUSG00000002413.15","Braf",102,287,105,289,42,135,-1.11985363074179,4.22956510606596,0.0324276156060393,1
"ENSMUSG00000002416.13","Ndufb2",17,32,23,63,7,32,-0.842478708573825,5.01957790266265,0.0324931763692124,1
"ENSMUSG00000002428.12","Hltf",358,467,176,364.001,51,266,-0.829889826732709,4.97214007047119,0.0325016444857327,1
"ENSMUSG00000002455.14","Prpf6",143,229,109,208,33,119,-1.63502409189453,3.76607929792251,0.0325371243905165,1
"ENSMUSG00000002458.13","Rgs19",187.998,218.001,190,333,19,199.999,3.19042291275046,2.08502945225615,0.0327646815254559,1
"ENSMUSG00000002459.17","Rgs20",0,2,3,5,0,1,1.84186368219928,3.38050669994524,0.0328604395369942,1
"ENSMUSG00000002475.16","Abhd3",15,28,10,32,3,9,2.44529352950899,2.62843634095959,0.0331335552778173,1
"ENSMUSG00000002477.5","Snrpd1",30,39,25,64,6,18,2.47318752379538,2.62967351149918,0.0331980690268316,1
"ENSMUSG00000002486.15","Tchp",108,99,114,112,21,98,0.72186275781726,6.0079069448532,0.0332549349207152,1
"ENSMUSG00000002489.16","Tiam1",86,208,17,330,21,47,5.93617885515603,0.871894853594319,0.0333023089204149,1
"ENSMUSG00000002496.10","Tsc2",234,375.001,174.001,506,30.001,255.999,1.02959893027445,4.9155773005556,0.0333742998647319,1
"ENSMUSG00000002504.15","Slc9a3r2",12,10,0,10,3,6,0.716401046982483,6.21297671468701,0.0333777804949289,1
"ENSMUSG00000002524.17","Puf60",164,332,196,397,54,234.001,5.91742876934046,0.63971031701247,0.0334041048293059,1
"ENSMUSG00000002546.17","Golga2",245.001,291,154,282,36,201.999,-1.36348940434134,3.65314117879382,0.0336849675535422,1
"ENSMUSG00000002550.16","Uck1",123,133,117,173,3,82.878,-0.750948480373683,6.01089161125392,0.0337434822034104,1
"ENSMUSG00000002578.18","Ikzf4",17,7,0,24,3,12,1.62225838063539,3.64022049710262,0.0337736732664069,1
"ENSMUSG00000002580.7","Mien1",11,23,6,56,0,18,-0.78540578389316,5.62437349361445,0.0338027806835629,1
"ENSMUSG00000002602.16","Axl",83,105,36,113,8,38,-0.933059725792032,4.88496199611805,0.0338071052428794,1
"ENSMUSG00000002603.15","Tgfb1",1249,1441,799,1729,130,1008,5.86989893280575,1.00086301449849,0.0338385731776819,1
"ENSMUSG00000002608.8","Ccdc97",336,519,320,544.999,74,333.001,5.91461005066316,0.689215493955861,0.0338748912372634,1
"ENSMUSG00000002617.14","Zfp40",80,82,32,36,11,37,4.69838212594781,1.6522553717449,0.0338953138350965,1
"ENSMUSG00000002625.10","Akap8l",482,430.999,232,503,29.999,365.999,0.720245808844806,6.26339372403685,0.0339724637743148,1
"ENSMUSG00000002635.11","Pdcd2l",40,37,28,46,9,23,-1.77359853075056,3.46144048579252,0.0340101129551728,1
"ENSMUSG00000002658.9","Gtf2f1",83,227,120,581,40,158,0.70024552279755,6.21883697355331,0.0340649219672345,1
