"","geneid_symbol","PVN_14A1","PVN_14A2","PVN_14A3","PVN_14L1","PVN_14L2_b1","PVN_14L3_b1","PVN_14L4","PVN_14L5","PVN_14L6","PVN_3A1_b1","PVN_3A2","PVN_3A3_b1","PVN_3L1_b1","PVN_3L2_b1","PVN_3L3","PVN_naive1","PVN_naive2","PVN_naive3"
"ENSMUSG00000029123.8","Stk32b",1.960038,0,1.065273,1.852694,0,0.888787,1.043051,2.328795,0,0,0.562582,0,0,0,0.430553,0,0.458486,0
"ENSMUSG00000029125.14","Stx18",38.829433,64.762243,23.961593,25.573974,25.430761,25.172534,24.732147,17.558044,21.743334,25.394404,38.757929,36.02225,82.048243,33.246416,22.168268,29.072093,47.123603,56.945412
"ENSMUSG00000029126.7","Nsg1",2.522576,0,1.830501,5.721736,0.360822,0,1.897612,0,1.124341,0,4.045678,1.531316,0,1.234309,4.181157,14.326368,0.834809,0
"ENSMUSG00000029127.15","Zbtb49",13.329649,0,32.580975,15.206887,11.521361,14.818126,16.018676,8.976454,4.796939,18.707941,22.223844,7.076935,26.065648,13.914995,12.954835,23.07152,6.461751,4.635251
"ENSMUSG00000029128.12","Rab28",31.905213,22.6562,30.780279,20.596929,29.965142,20.83746,21.1069,27.576667,67.197692,15.665498,26.564934,17.375435,21.788425,23.981017,38.688273,21.933915,14.722602,14.731365
"ENSMUSG00000029130.12","Rnf32",0.739621,0,2.002921,2.80238,0,0,3.04595,0,0.199481,2.247115,1.770249,3.800768,0.658618,0,3.142874,1.128781,1.322031,0.378526
"ENSMUSG00000029131.14","Dnajb6",145.26886,64.518144,106.260665,108.484263,119.689556,128.158419,76.57284,131.854369,96.774132,94.80109,102.389742,119.649818,117.090722,121.753687,105.093147,81.477943,151.534177,95.345688
"ENSMUSG00000029134.14","Plb1",2.850444,1.364879,3.580334,9.067926,6.087633,2.466854,4.942276,0,1.150627,0,4.910982,0,1.093294,0.043004,2.057148,14.095512,1.653492,14.904211
"ENSMUSG00000029135.10","Fosl2",199.861612,172.967772,96.428062,132.470689,113.367009,49.188562,88.205522,174.276057,162.421344,125.744494,67.918197,149.791307,151.992454,142.826331,122.001453,65.452894,165.15087,105.625488
"ENSMUSG00000029136.9","Rbks",6.159653,8.72256,19.378495,8.302474,0,0.57022,3.948792,5.915894,17.507659,34.753101,8.286765,7.781328,11.888637,12.109669,5.984701,7.808534,10.852213,19.311829
"ENSMUSG00000029138.4","4930548H24Rik",6.031367,0,2.184287,6.934336,17.953606,5.799017,1.782078,0,0,0,2.76343,0,0.977758,0,1.929357,0,1.715908,0
"ENSMUSG00000029141.16","Slc4a1ap",13.508081,31.097587,28.816019,19.556345,36.115293,38.080457,43.728198,48.609876,14.633948,41.827282,26.629389,28.122579,42.568118,18.787722,18.281728,33.312097,22.910305,11.253784
"ENSMUSG00000029145.12","Eif2b4",47.968362,109.818569,54.338274,39.566832,52.826461,122.133635,53.67857,37.491027,15.908314,35.677548,59.063086,75.179971,32.048914,64.391144,23.684836,43.14822,59.347292,60.731317
"ENSMUSG00000029146.14","Snx17",104.401255,155.606371,190.953475,146.632545,259.301055,219.137294,120.942209,199.053667,109.095621,154.721396,168.295415,135.48838,158.753704,202.701275,205.76822,219.312148,160.772294,134.894378
"ENSMUSG00000029147.11","Ppm1g",57.363914,61.93162,60.379056,54.323575,210.763449,74.941076,47.714307,57.416332,55.843182,76.745173,70.214298,59.099653,67.643767,91.247122,53.380339,94.7169,61.794182,49.851338
"ENSMUSG00000029148.15","Nrbp1",92.513887,134.975803,113.249437,104.388638,40.637678,99.719431,64.397195,139.653288,79.30465,165.090775,115.775795,147.710819,135.762366,136.389865,131.748352,168.975602,105.258318,108.705734
"ENSMUSG00000029149.14","Krtcap3",8.319124,0,5.285361,6.267871,42.465324,0,21.976081,0,22.642273,4.283784,5.126932,14.514886,22.467022,11.670195,10.25944,3.287948,6.286298,22.881906
"ENSMUSG00000029151.14","Slc30a3",0.838659,0,0.385683,0,109.470739,4.444553,0,1.333637,0,0,0.161432,0,0,0.785302,0,0,0.277083,0
"ENSMUSG00000029152.13","Ociad1",134.744998,213.951621,177.833927,118.588485,113.927205,167.045196,84.934567,110.921845,97.301581,130.336387,137.961921,125.754947,146.593339,167.367809,131.640178,169.089941,149.52431,96.29474
"ENSMUSG00000029153.11","Ociad2",1.564463,0,0,2.094099,0,0,1.033412,0,0,0,1.343134,1.883921,0,0,4.711601,0,1.364252,0
"ENSMUSG00000029154.13","Cwh43",0.354704,0,0,1.198632,0,0,0.533115,0,0,0,0.432536,0.174896,0,0,0,0,0.234621,0
"ENSMUSG00000029155.16","Spata18",0,0,0.469291,0.684087,0,3.120543,0,0,0,0,0.207761,0,0,0,1.120782,0,1.349598,0
"ENSMUSG00000029156.11","Sgcb",8.590935,4.17622,9.297449,19.967175,4.560168,7.807053,6.005989,7.056099,5.473345,13.314114,10.56558,12.93001,8.95799,13.990532,5.610495,12.879633,9.029729,11.087005
"ENSMUSG00000029158.9","Yipf7",0,0,0,0,0,0,0,0,0,0,0.596389,0,0,0,0,0,0,0
"ENSMUSG00000029161.7","Cgref1",0,0,0,6.248062,0,0,1.801588,0,0,0.853846,3.511307,0.964278,9.664243,2.275521,4.589159,4.968106,3.654852,0
"ENSMUSG00000029162.15","Khk",107.353212,75.130758,101.697514,74.209096,64.989452,99.64739,92.9837,142.494251,41.288701,58.160391,67.963364,70.849539,107.871345,90.731429,64.461948,54.313235,89.015116,52.300127
"ENSMUSG00000029163.9","Emilin1",3.500691,2.056754,2.860206,3.444894,4.018734,6.674871,1.241725,4.157515,12.827483,5.917351,7.6228,1.801061,5.837116,8.836966,2.822405,0,3.001251,16.482288
"ENSMUSG00000029165.17","Agbl5",8.008272,17.721722,11.988139,13.897687,108.462081,10.569862,14.313299,10.221244,9.399831,11.537073,22.818201,13.087293,9.71572,10.004342,16.746295,13.985307,9.085515,33.452307
"ENSMUSG00000029166.14","Mapre3",5.129167,7.447796,8.552978,6.468326,8.007093,66.906432,7.116725,9.968493,3.866583,3.315651,10.118466,8.049797,34.056282,10.801115,21.757499,2.903432,6.806536,8.868592
"ENSMUSG00000029167.13","Ppargc1a",0.660201,0,0.111203,1.581969,4.576485,0,3.506478,0.809586,0,0,0.585897,0,0,0,0.524334,0,3.120705,0.94644
"ENSMUSG00000029168.14","Dpysl5",4.125826,0,8.476458,5.220117,18.596698,0,4.277743,0,0.092499,1.146127,3.437746,0,0,4.382382,0,0.144441,5.171773,0
"ENSMUSG00000029169.11","Dhx15",119.98732,104.88618,110.22326,77.373244,114.344317,121.604241,70.611957,111.092013,93.388668,55.6737,109.407279,117.161806,108.226163,128.537176,105.069878,121.343218,127.788089,77.003362
"ENSMUSG00000029171.12","Pgm2",26.819647,26.3671,15.623798,8.801143,45.360635,15.005433,19.473108,25.008178,18.103266,14.840734,11.394142,9.542201,20.140589,20.611783,6.2291,3.001754,23.536095,13.689738
"ENSMUSG00000029173.12","Sepsecs",6.926532,17.303265,5.647969,5.992954,8.692569,10.757286,9.126156,20.421461,6.184302,11.186971,8.165712,4.062334,12.181223,11.891496,12.296332,5.33717,8.221116,8.54376
"ENSMUSG00000029174.18","Tbc1d1",27.555621,32.884074,10.638116,19.385743,11.711054,16.859379,26.937029,18.533683,20.89294,26.678397,17.292688,16.22268,14.907336,24.110994,22.39438,19.217336,20.909478,14.848378
"ENSMUSG00000029175.17","Slc35f6",25.748712,39.825341,40.046837,24.425627,20.19912,46.722854,26.056984,34.247816,20.620689,21.443576,51.237271,45.013707,50.449098,38.111316,56.570822,67.203112,31.537344,62.153001
"ENSMUSG00000029176.13","Anapc4",54.178887,20.441631,27.724152,26.249594,32.630898,112.884717,36.056995,72.545826,28.697808,36.213674,40.889887,21.644031,15.531245,47.814273,16.704603,113.416231,21.752399,87.304338
"ENSMUSG00000029177.9","Cenpa",20.713321,0,4.587869,6.52651,0,6.656528,7.134475,51.354365,96.210743,62.434501,17.066811,6.840225,2.538998,3.896883,0.628851,11.626249,4.267448,7.940437
"ENSMUSG00000029178.14","Klf3",52.62958,52.266044,83.541756,103.037399,61.724813,73.531654,51.964768,97.603272,75.378285,123.479844,140.617013,133.402938,124.813603,111.949451,196.901277,103.103968,91.985381,71.722438
"ENSMUSG00000029179.14","Zcchc4",7.283791,6.565833,10.215258,12.163451,0.375897,13.812026,8.946531,5.050976,3.737336,17.508956,11.610332,12.131446,12.376016,12.492576,15.60461,20.255818,14.716997,13.12292
"ENSMUSG00000029182.10","Fam166c",0,0,2.708765,7.526661,0,11.383835,0,0,0,0,0.653661,0,0,0,0,0,0,0
"ENSMUSG00000029184.5","Olfr109",1.062477,0,0.245997,1.779029,0,1.060497,1.952359,0,0,0.09593,1.080364,0,0,0,0,15.720383,0.440794,0
"ENSMUSG00000029185.14","Fam114a1",7.680248,5.459516,12.911479,12.568054,6.907905,3.347873,6.609798,5.536495,7.505797,8.262991,15.417466,10.15046,10.715523,14.555873,5.798391,29.681844,7.266644,9.87795
"ENSMUSG00000029186.12","Pi4k2b",5.373652,3.956985,5.500604,4.202918,0.303407,5.0223,2.395452,1.78337,7.134282,0.886963,4.333858,1.4748,3.505125,5.069528,3.656326,3.058755,5.683869,4.889996
"ENSMUSG00000029188.14","Slc34a2",1.185323,0,0.174811,0.317895,0,0,0,0,0,0,0.539907,0,0,0,0,0,0.125353,0
"ENSMUSG00000029189.10","Sel1l3",0.972178,0,5.249042,8.506465,8.431171,4.62439,5.864928,0,0,4.438416,5.94214,0.083412,0,0,5.177118,2.282768,2.622298,4.998518
"ENSMUSG00000029190.19","D5Ertd579e",26.971199,14.475718,28.621789,29.949035,5.989208,26.381323,24.516711,20.128161,17.656115,13.442655,25.072931,43.085106,22.942723,37.473817,19.587496,38.617867,25.18328,31.15846
"ENSMUSG00000029191.16","Rfc1",38.152382,3.340169,13.462573,28.022986,10.936418,33.767043,11.759943,24.749717,28.311935,16.549668,23.067395,22.278863,48.94969,25.274087,20.058154,24.165923,17.34516,14.692808
"ENSMUSG00000029192.17","Tbc1d14",50.108603,144.238375,66.946062,64.427459,113.330599,76.444479,66.201255,101.212503,37.569327,51.783702,87.688303,85.20541,92.435375,75.141258,78.131338,113.146525,69.12507,76.48063
"ENSMUSG00000029193.7","Cckar",0.275097,0,0.228961,8.576505,3.690231,0,1.657247,0,0.326841,0,3.681304,0,0,0,3.72092,0,0.520545,0
"ENSMUSG00000029195.10","Klb",0.449882,0,2.826725,1.054271,10.980906,0,3.075377,0,0,1.842394,1.543338,0,1.778129,0.35322,3.383054,0,2.341689,0
"ENSMUSG00000029196.9","Tada2b",13.182354,7.29827,13.153169,10.227845,12.283012,20.498631,10.732699,21.222675,10.807221,21.533599,17.379004,22.422724,11.08752,11.111223,24.882891,16.478967,14.01137,11.542744
"ENSMUSG00000029198.3","Grpel1",10.723166,21.364959,10.221668,11.638695,0.258544,1.957783,13.276607,18.240558,9.517001,6.645202,10.740146,7.376281,12.432043,7.408673,8.290696,12.363766,10.923072,12.960427
"ENSMUSG00000029199.11","Lias",18.159695,5.057027,25.426118,22.909814,5.832813,30.274157,15.09715,15.404068,24.43139,28.842079,36.823964,21.848397,18.458178,16.466733,42.792244,29.115847,31.76979,3.44351
"ENSMUSG00000029201.14","Ugdh",29.135927,25.654846,11.814516,15.621253,5.117787,30.903291,22.250891,35.984875,66.962185,29.283975,25.971087,14.532403,35.478115,17.092765,26.307437,13.666751,22.939212,25.972495
"ENSMUSG00000029202.12","Pds5a",71.200612,91.264377,75.5243,71.929522,73.93589,124.802539,61.495261,101.887703,99.32279,75.671902,92.227396,91.353471,108.558448,106.484691,116.043438,80.017546,107.478756,81.110153
"ENSMUSG00000029203.16","Ube2k",64.635504,62.97292,71.05954,35.28643,101.452074,31.638272,48.770169,36.956641,58.535652,79.156548,55.42505,30.285913,64.813012,51.343131,52.716075,66.15843,47.025588,90.470339
"ENSMUSG00000029204.7","Rhoh",79.973488,108.633461,132.057849,84.588528,193.17526,80.862227,72.917599,78.14422,61.191386,139.716364,100.242434,111.938096,85.683121,106.255552,108.032688,163.333771,131.881607,112.937042
"ENSMUSG00000029205.12","Chrna9",0,0,6.594304,0.916146,0,0,6.84269,0,1.272478,0,1.305252,0,0,3.421856,3.329116,0,0,0
"ENSMUSG00000029206.13","Nsun7",2.136947,0,2.120681,2.19874,0,0.115396,2.699615,0.73711,0,2.889418,2.283595,0,1.505028,0.30945,1.771786,2.493075,0.706731,4.100843
"ENSMUSG00000029207.16","Apbb2",15.359981,6.119894,20.460103,20.81448,82.624435,33.571423,42.419011,28.668805,6.18598,28.802339,30.010448,16.690577,44.613289,15.42946,54.062774,18.043756,20.716618,5.396631
"ENSMUSG00000029208.16","Guf1",4.988795,9.574172,12.286537,8.479428,9.542366,10.435622,5.596057,20.001527,7.757447,4.008536,12.237359,5.714028,10.410947,13.279219,12.783322,12.736497,10.294377,16.6972
"ENSMUSG00000029209.15","Gnpda2",10.126872,0,15.823803,7.874512,4.415753,6.351111,5.603127,7.427864,13.699708,8.142461,12.361324,11.555289,23.62206,8.738153,40.380038,25.177228,18.605821,13.460596
"ENSMUSG00000029211.11","Gabra4",2.488322,0,0.533504,2.03905,0,3.14754,3.42557,0,0,3.215182,0.928784,0,0,0,0,0,0.69927,0
"ENSMUSG00000029212.11","Gabrb1",0.833584,0.277799,0.464068,0.930759,0.57372,0.910356,2.525098,0.375187,0,0,0.994758,0.036031,0.436954,0.271983,0.416773,1.648106,0.812555,0.814033
"ENSMUSG00000029213.11","Commd8",81.451428,277.087021,204.781517,89.913485,287.47694,357.188009,101.459017,90.6602,104.194317,242.883375,164.342886,199.438302,193.104741,209.69132,180.07848,295.063423,163.348705,127.448351
"ENSMUSG00000029217.16","Tec",43.068257,108.062227,66.303075,43.073847,74.907158,96.805892,40.798817,64.652232,37.828948,50.149755,53.850919,57.472349,71.885171,55.750186,55.520245,61.82063,61.172578,46.214442
"ENSMUSG00000029219.10","Slc10a4",1.574668,0,0,0,0,0,1.773254,0,0,0,0.639993,0,0,0,0,1.139622,0,0
"ENSMUSG00000029221.15","Slc30a9",39.981538,29.09378,46.613249,48.195532,47.983802,30.988399,19.049315,20.475937,42.804005,96.704606,45.593217,71.295552,56.754748,49.669633,51.274092,60.508698,62.772313,51.061578
"ENSMUSG00000029223.12","Uchl1",0,0,1.397086,2.047143,9.598666,0,1.138968,0,0,4.644318,1.1659,2.733985,0,0.587875,0,4.688459,1.509745,0
"ENSMUSG00000029227.15","Fip1l1",49.239034,70.235553,56.097982,40.204553,35.409027,49.613275,44.192323,94.97614,52.0264,52.480883,54.179903,48.850723,56.04667,45.482582,63.876617,45.352944,50.983449,18.031397
"ENSMUSG00000029228.15","Lnx1",1.868636,0,0.628507,0.637715,5.983895,0,1.789061,6.276449,0.176557,0,1.531373,0.18444,2.010476,0.350455,0,0,0.840768,2.942434
"ENSMUSG00000029229.8","Chic2",9.462192,4.351842,38.208867,43.896689,81.988486,39.293628,29.202186,81.705059,59.475865,36.061991,51.700897,42.807545,40.920777,48.687115,28.353705,14.193466,57.43382,96.86345
"ENSMUSG00000029231.15","Pdgfra",3.128904,4.817035,6.423759,4.111433,0.221428,0.58791,13.347846,0,0,0,4.517281,0,0,0,2.974959,0,0.442708,19.863338
"ENSMUSG00000029233.15","Srd5a3",34.658848,77.122294,37.830555,40.517361,33.21875,23.106429,25.297612,41.495251,37.447044,9.683602,56.88767,94.1152,30.112242,36.151385,26.371429,103.137247,33.464138,105.51599
"ENSMUSG00000029234.13","Tmem165",17.324391,15.341215,23.44716,19.132998,34.856249,106.684306,23.676975,37.074342,54.758264,26.985544,37.906163,74.292733,39.981621,37.052885,41.640233,10.675711,43.635854,14.410918
"ENSMUSG00000029235.14","Pdcl2",0,0,0,0,0,0,1.305725,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029236.4","Nmu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029238.11","Clock",17.262015,45.474001,16.128042,19.834224,12.007156,11.335613,19.653735,9.489905,5.528263,10.034182,20.412866,18.635596,19.355138,21.626285,17.716774,23.167986,23.927343,22.99579
"ENSMUSG00000029245.16","Epha5",4.194678,0,1.835767,4.696114,0,0.573603,2.507322,3.638092,0,1.437487,2.745492,0.21468,0,0,3.9711,3.900526,1.515468,2.009531
"ENSMUSG00000029246.14","Ppat",6.161095,4.009896,5.543708,4.924051,5.003057,2.808809,5.998203,6.024492,5.898805,10.369222,6.950614,8.088698,7.481823,6.215658,6.575902,14.702435,5.666882,6.041524
"ENSMUSG00000029247.17","Paics",45.763703,49.051609,39.547331,36.017131,11.668033,34.561687,24.891378,21.163843,18.56558,17.845891,64.554552,48.777686,29.843992,50.481821,26.383369,59.713555,51.630852,33.064557
"ENSMUSG00000029248.14","Thegl",0,0,1.359514,1.04383,0,0,3.114153,0,0,0,0.802198,0,0,0,0,5.035992,0,0
"ENSMUSG00000029249.15","Rest",8.178331,10.050691,11.288462,13.478843,20.514205,7.703212,6.686142,7.827741,7.826663,9.113626,13.244296,12.194344,12.880469,16.758981,12.347539,23.293115,11.091076,14.864446
"ENSMUSG00000029250.5","Polr2b",18.097018,21.83995,16.384445,20.537436,22.478587,22.210783,13.801042,23.742319,28.631898,36.377106,33.328712,16.591699,20.199053,19.584525,23.378755,26.515973,21.476769,16.729576
"ENSMUSG00000029253.12","Cenpc1",4.867351,8.748896,8.453392,12.66999,3.736898,18.553415,4.610738,4.224366,11.059363,8.681341,7.795355,6.345244,8.681782,6.063985,10.428768,20.290817,8.060448,16.664611
"ENSMUSG00000029254.16","Stap1",8.886896,0,0.598274,4.907948,0,4.354784,18.003145,2.408194,37.305863,11.170114,5.312058,2.511953,0,1.855418,2.087703,0,2.144011,10.61678
"ENSMUSG00000029255.8","Gnrhr",0.9086,0,2.153173,0.486453,10.060386,0,1.755864,0,0.86435,7.47912,3.026316,0,0,0,2.901299,0,1.548988,0
"ENSMUSG00000029260.15","Ugt2b34",0.274154,0,0.729647,1.940037,0,0,0.396882,2.659202,0,0,0.428448,0.08623,0,0,0.327674,1.520216,0.17451,0
"ENSMUSG00000029263.15","Pigg",3.17969,7.713754,6.99723,3.683222,7.286839,5.367885,6.229022,4.633063,2.345983,4.24256,5.871571,4.775761,7.288785,9.328793,5.768632,17.857733,5.586949,7.160903
"ENSMUSG00000029265.4","Dr1",20.567357,28.508741,24.758427,28.615328,38.152653,19.985659,14.594613,35.040714,36.184815,56.882756,29.850552,24.027479,28.48922,31.729239,29.955572,30.54507,32.732173,27.250126
"ENSMUSG00000029267.17","Mtf2",16.945907,26.292548,15.071679,34.408609,46.118814,33.437043,15.297745,7.270488,39.153719,25.787725,32.389492,38.644074,48.832384,47.780457,58.56502,32.969347,24.610632,45.055821
"ENSMUSG00000029268.14","Ugt2a2",1.60485,0,0,0.859342,0,0,0,0,0,0,0.376319,0,0,0,0,0.927445,0,0
"ENSMUSG00000029269.11","Sult1b1",1.093093,0,1.348586,0,0,0.8025,0,0,0,0,0,0,0,0.733587,0,0,0.971346,0
"ENSMUSG00000029270.10","Dipk1a",8.339829,11.850911,11.539603,10.168234,8.522158,42.877674,8.966383,17.027622,9.55677,12.964528,12.10889,11.913144,18.694031,12.972214,18.937865,9.461478,18.93059,19.103608
"ENSMUSG00000029272.8","Sult1e1",0,0,0,0,0,0,0,0,0,0,0,0,0.852468,0,0,0,0,0
"ENSMUSG00000029273.10","Sult1d1",0,0,0,0.226308,0,0,0,0,0,0,0,0.166594,0,0,0,0,0,0
"ENSMUSG00000029275.18","Gfi1",3.105524,0,2.344712,4.121147,0,4.251686,3.400898,0,19.03473,1.23703,2.437619,0.403884,0,0.964249,2.294962,2.444884,1.426427,0
"ENSMUSG00000029276.13","Glmn",0.961931,14.297658,4.182537,8.862417,15.128879,9.112491,14.425637,21.606251,13.62595,8.513713,8.215402,11.085035,2.572004,7.086315,10.95034,17.25713,11.999156,12.605297
"ENSMUSG00000029279.15","Brdt",2.153534,1.649604,0.765207,0,0,0,1.248874,0,0,0,0.739849,2.464861,0.249271,0.766359,0.72162,0,0.987492,2.540791
"ENSMUSG00000029280.13","Smr3a",1.704911,0,0,4.54136,0,0,0,0,0,0,0.690224,0,0,0,0,0,2.210212,0
"ENSMUSG00000029281.13","Smr2",0,0,0,0,0,0,0,0,0,0,2.518405,0,0,0,0,16.923996,0,0
"ENSMUSG00000029282.3","Amtn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.670793,0,0,0
"ENSMUSG00000029283.17","Cdc7",3.523717,0,1.340063,4.244146,0.518195,3.640933,1.749308,0,10.341426,2.738463,4.278429,0.856834,3.678627,1.696522,1.403668,0,0.38469,0
"ENSMUSG00000029286.12","Enam",1.209566,2.830139,4.025696,1.906118,0,0,0.860196,0.959418,0.112329,0.570564,1.446936,0.030866,1.368253,0.059502,0.589507,0,0.251021,0.852324
"ENSMUSG00000029287.14","Tgfbr3",0.425235,0,6.840929,1.026498,2.78166,3.886111,0.567997,0,0.303042,1.328608,0.50379,0.477722,2.101395,0.695575,5.39427,0,0.932632,1.582344
"ENSMUSG00000029288.11","Ambn",0,0,0,1.829329,0,0,2.454466,0,0,0,1.111178,1.123081,0,0,0,3.179725,1.442955,0
"ENSMUSG00000029290.12","Zfp326",50.887598,50.223293,68.133412,27.312922,12.887442,25.978906,22.747552,17.397692,10.62357,22.200193,42.599967,40.384298,28.794453,34.298014,31.553039,31.420255,30.894938,29.379154
"ENSMUSG00000029291.11","Rufy3",11.336279,13.965536,16.185014,17.509718,1.031704,13.041838,10.381662,15.991025,12.422129,10.09111,25.228,13.098468,13.845988,14.644878,14.881732,21.35638,14.976447,21.013217
"ENSMUSG00000029298.15","Gbp9",23.455029,43.520573,11.218175,13.070242,8.44427,27.861356,13.60015,21.391641,6.655557,17.977108,20.555524,22.508258,35.950715,27.707333,9.871163,14.589004,19.717127,30.893626
"ENSMUSG00000029299.14","Abcg3",6.516219,3.025799,8.424079,4.611346,5.762715,14.043836,6.385639,8.454728,5.103134,7.270528,10.056741,8.854653,8.445566,9.115382,10.544265,5.956905,12.8947,11.401157
"ENSMUSG00000029304.14","Spp1",0.309516,0,2.555711,3.311299,4.944397,6.561023,1.848259,8.285059,30.774197,2.91422,4.657664,15.602796,2.762835,6.955369,1.527082,18.254446,1.107545,0
"ENSMUSG00000029306.8","Ibsp",1.204951,0,0,3.493917,0,0,1.808845,0,0,0,0.326478,0,0,0,0,0,0,0
"ENSMUSG00000029307.7","Dmp1",1.171468,0,1.08075,0.196044,7.374355,0,0,0,0,2.745453,0.595322,0,0,0,0,1.973146,0,0
"ENSMUSG00000029309.7","Sparcl1",7.370833,0,1.894973,3.339244,0,2.16776,1.325181,2.960559,1.742912,1.375413,2.743816,0.048091,0.286129,0,5.347303,6.495247,4.274284,8.585036
"ENSMUSG00000029310.13","Nudt9",38.392892,17.256232,67.381129,34.079357,23.903638,34.587714,23.469517,41.560377,29.807809,82.146224,48.143271,47.734038,61.131801,47.4196,68.080575,85.629518,50.793445,62.479803
"ENSMUSG00000029311.16","Hsd17b11",107.207828,91.497234,141.023498,105.140266,66.302893,97.562125,74.654118,128.48195,114.923378,130.646676,134.834361,136.913469,140.562492,144.152168,122.608234,147.214764,149.470067,146.304528
