"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_3A1_b1","PVN_3A2","PVN_3A3_b1","logFC","logCPM","PValue","FDR"
"ENSMUSG00000001376.17","Vps50",129,137.001,63,90,236,613,0.937211406316647,7.7305108830537,0.00666728643948131,0.542338971569748
"ENSMUSG00000001380.7","Hars",100,84,60,71,208,462,-0.884811633327958,10.3396935278034,0.00712211110951733,0.576467904161428
"ENSMUSG00000001383.9","Zmat2",91,119,81,116,211,306,0.861668530069871,6.00949025168443,0.00718842991346177,0.578969601404433
"ENSMUSG00000001403.13","Ube2c",0,5,21,16,51,16,1.29470359795185,4.61426861888339,0.00723088460197543,0.579534133540678
"ENSMUSG00000001415.10","Smg5",213,248.001,189.999,274.001,633,1477.999,1.22732517610635,5.46139258175823,0.0073798761255952,0.588590120260885
"ENSMUSG00000001416.13","Cct3",277,388,165,296.999,464,1103,-1.31791309869218,9.05983920644512,0.0074514739882581,0.591415532563204
"ENSMUSG00000001418.13","Glmp",275.001,391,154,310.999,634.001,1872,0.996168225782996,5.94550651678748,0.00756748471398281,0.596526665291379
"ENSMUSG00000001419.17","Mef2d",577.001,1181,380,940.001,1577,5076.999,1.22918526045819,4.56219520508985,0.00760353082083373,0.596526665291379
"ENSMUSG00000001420.13","Tmem79",4,17,0,16,30,97,2.62729531360225,3.21002941387784,0.00762532556855646,0.596526665291379
"ENSMUSG00000001424.14","Snd1",241,306.999,140,190,550.999,1498,2.69812080074608,3.02086995200276,0.0079189545184034,0.61654717321855
"ENSMUSG00000001435.15","Col18a1",12,3,7,19,11,2,-1.57372666022532,7.48998482104495,0.00800948616793952,0.618149433229956
"ENSMUSG00000001436.15","Slc19a1",59.999,81,23,46,116,301.001,-1.18186809647352,6.75533699320386,0.00801831721339827,0.618149433229956
"ENSMUSG00000001440.5","Kpnb1",974,1560,522,971,2100,4702.999,0.7597449637405,6.49814263790973,0.00810721273222367,0.618149433229956
"ENSMUSG00000001441.13","Npepps",159,340,140,316,496,1345,0.875190322694788,5.28350835543674,0.00812476676022548,0.618149433229956
"ENSMUSG00000001444.2","Tbx21",0,1,0,2,9,1,-0.731511152538193,6.1611437107925,0.00814461416880652,0.618149433229956
"ENSMUSG00000001445.10","Mrpl10",55,80,22,71,117,310,-7.59432394623899,1.34558914076499,0.00816637783349667,0.618149433229956
"ENSMUSG00000001467.5","Cyp51",19,65,20,47,102,204,-1.30762213143384,4.30020386818529,0.00855888804454205,0.642897142033291
"ENSMUSG00000001472.17","Tcf25",786,839.001,459,801,1598,4123.999,0.712806601888603,7.59209781832291,0.00857196189377721,0.642897142033291
"ENSMUSG00000001473.7","Tubb6",52,266,72,141,138,588,3.00974419800218,3.05368408056935,0.00864825019071156,0.645657034786
"ENSMUSG00000001482.15","Def8",29,58,20,70,143,174,2.62020996994135,2.87697771646638,0.00893254347078848,0.663850389760871
"ENSMUSG00000001493.9","Meox1",0,4,0,0,5,22,1.20105970050597,5.44574599388047,0.00909428092086052,0.67281218577407
"ENSMUSG00000001507.16","Itga3",1,14,0,6,13,0,7.91231524740498,1.716266317043,0.00916158274078677,0.674738188341729
"ENSMUSG00000001510.8","Dlx3",13,2,0,0,6,0,2.90840373627321,2.80410611535615,0.00938803674587538,0.685286412386658
"ENSMUSG00000001517.14","Foxm1",14,17,43,25,82,110,1.35157631171809,4.88475842488527,0.00938863341740743,0.685286412386658
"ENSMUSG00000001518.12","Itfg2",41,41.001,16,8,88.001,192,2.38573383048331,3.1429143034794,0.00948370719525468,0.68914938952184
"ENSMUSG00000001520.12","Nrip2",6,7,0,0,8,33,0.815500072041623,5.98955995226339,0.00958570463527996,0.692464446641074
"ENSMUSG00000001521.12","Tulp3",13,30,13,28,83,112,1.39663036773351,4.7733596464297,0.00961403237844182,0.692464446641074
"ENSMUSG00000001524.14","Gtf2h4",39,31,15,42,82,144,1.80412934467038,4.2713073800677,0.00974117345658155,0.698544675504861
"ENSMUSG00000001525.10","Tubb5",845,938,702,1085,1571,3547,0.678200683935851,7.83074833533353,0.0101689248268526,0.726034589166115
"ENSMUSG00000001542.7","Ell2",33,77,33,49,97,241,2.35849298377155,4.15811421263493,0.0102848481508598,0.727259990657545
"ENSMUSG00000001552.14","Jup",206.999,386.001,222,316,606,1426.001,3.82185679249477,2.40163405894511,0.0103486266122537,0.727259990657545
"ENSMUSG00000001555.10","Fkbp10",8,4,0,0,8,0,-1.18957205616322,4.77378360207621,0.0104177648803632,0.727259990657545
"ENSMUSG00000001566.9","Mnx1",0,3,0,21,2,0,3.35161159898699,2.55015465021473,0.010437463045929,0.727259990657545
"ENSMUSG00000001569.10","Nom1",107,98,31,91,186,469,0.80860979700589,7.54105001169729,0.0104860859342877,0.727259990657545
"ENSMUSG00000001576.15","Ergic1",84,231.999,85,124,348,970,-1.49114455724741,6.58617321300471,0.0104890134407523,0.727259990657545
"ENSMUSG00000001583.13","Tnk1",0,5,7,7,4,10,0.93657715636378,5.84131729457595,0.0104974530761578,0.727259990657545
"ENSMUSG00000001588.12","Acap1",14,2,15,203,192,164,7.36733636145668,1.31241267210328,0.0106780771872935,0.736652160389235
"ENSMUSG00000001604.14","Tcea3",0,3,0,0,1,1,0.819262478915312,5.57004318761686,0.0108433834661401,0.739673774630592
"ENSMUSG00000001627.12","Ifrd1",424,1347.001,588,584,718.999,4884,0.775426355704097,6.54100004139545,0.0108550209004104,0.739673774630592
"ENSMUSG00000001630.13","Stk38l",31,76,86,107,137,412,1.28374724836566,4.49141678857718,0.010870187908424,0.739673774630592
"ENSMUSG00000001632.16","Brpf1",241,456,184,382.999,867,2330.999,1.2417187729739,5.02438288857005,0.0109028366780411,0.739673774630592
"ENSMUSG00000001642.18","Akr1b3",200,230.949,98,160,259.39,983.772,-1.11987614968273,4.93273236328141,0.0110056502534474,0.743563560511836
"ENSMUSG00000001655.6","Hoxc13",6,1,0,0,7,0,5.36093323060541,1.72119903814874,0.0112153198956959,0.752512492487682
"ENSMUSG00000001657.7","Hoxc8",13,0,9,0,6,1,0.852707123080063,6.1870859971639,0.0112301558511923,0.752512492487682
"ENSMUSG00000001665.11","Gstt3",10,9,4,17,19,12,-1.07936458333531,5.16270104376416,0.0113548070747265,0.757759574170522
"ENSMUSG00000001666.8","Ddt",3,12,20,29,16,58,3.15583540802859,2.42956621918605,0.0114242076524911,0.759291850074103
"ENSMUSG00000001672.14","Marveld3",0,0,0,1,14,1,1.34138146652723,4.23613606529123,0.0116624182803432,0.771985987383042
"ENSMUSG00000001674.11","Ddx18",108,130.953,84,161,300.055,545.847,0.720496363505903,6.55463129802693,0.0120065001343908,0.79094851213844
"ENSMUSG00000001687.15","Ubl3",569,856.001,417.001,733.001,1213,2923,0.696054498607862,6.55455065211401,0.0120456378912827,0.79094851213844
"ENSMUSG00000001700.10","Gramd3",5,12,14,10,33,35,1.26084792398316,4.38894642977444,0.0123263119714884,0.806140802935344
"ENSMUSG00000001707.8","Eef1e1",11,38,8,27,80,57,0.775058106236122,5.71524350666041,0.0123968921362433,0.807526639153697
"ENSMUSG00000001729.14","Akt1",496,674,353,675,1131.999,3084.999,0.679223969002687,6.97654038610585,0.0124855601577321,0.808270133469475
"ENSMUSG00000001739.14","Cldn15",3,0,0,47,28,0,-1.03517894455462,5.05423775925195,0.0125388525339682,0.808270133469475
"ENSMUSG00000001741.12","Il16",443,414,243,392,965.001,1729,-3.10656116803883,2.5034037134819,0.0125566124710243,0.808270133469475
"ENSMUSG00000001750.16","Tcirg1",1656.999,1962.002,1249,2406.001,3863,10017.001,1.57104099707319,3.5310319010471,0.0126591398946666,0.811674263834507
"ENSMUSG00000001751.9","Naglu",398,345,191,324,858,2165,0.672696280498708,7.93276507387439,0.0130275298921591,0.832031694284381
"ENSMUSG00000001755.12","Coasy",80,66,58,83,155,324,-3.69707117972097,3.09198742615462,0.0130948322847597,0.833075906053782
"ENSMUSG00000001761.7","Smo",213,313,92,321,513,1414,0.956570241359661,6.59415052954817,0.0136705983651522,0.864337901440403
"ENSMUSG00000001763.14","Tspan33",93,160,47,113,177,327,-0.787817339615219,10.8570365608493,0.0136919581940712,0.864337901440403
"ENSMUSG00000001767.5","Crnkl1",71,92,55,88,201,381,0.853804544700645,6.40058367721715,0.0141380102335153,0.889063335838366
"ENSMUSG00000001768.16","Rin2",647,760,660,775.001,1667.999,3681,0.919442198083369,5.41400371913741,0.0143059736329069,0.896178808038419
"ENSMUSG00000001773.14","Folh1",0,4,0,0,5,1,1.42489647990072,3.99065828776545,0.0143869758009639,0.897813184525798
"ENSMUSG00000001774.8","Chordc1",205,264,174.999,250,364.999,650,7.41133895797896,1.33422357891692,0.0145116077734953,0.902147479454939
"ENSMUSG00000001783.3","Rtcb",204,299,148,283,552,856,-1.74242847507067,3.33888062195636,0.015134509789638,0.929497123750756
"ENSMUSG00000001785.13","Pwp1",20,54,77,88,119,209,1.33300366344491,4.76657495159038,0.0151942480694433,0.929497123750756
"ENSMUSG00000001786.14","Fbxo7",65.999,94.999,56,81,130.001,308.999,-0.753532373556424,5.6938189339155,0.0152055532262398,0.929497123750756
"ENSMUSG00000001794.13","Capns1",263.001,295,219,495,627.001,1325.999,2.11022226458621,3.61209896322781,0.0152129236217674,0.929497123750756
"ENSMUSG00000001802.16","Lrp3",0,9,0,0,8,1,1.02401787399613,4.60748744094681,0.0152357938327341,0.929497123750756
"ENSMUSG00000001815.15","Evx2",0,0,0,10,5,0,0.877629633819832,4.99462219361035,0.0153406173688256,0.932412988774344
"ENSMUSG00000001823.5","Hoxd12",0,0,0,6,6,0,-0.952415210373493,4.81093681626762,0.0154662172021799,0.936565375020897
"ENSMUSG00000001827.12","Folr1",6,33,0,0,8,0,1.35402667925644,3.88279439797621,0.0157289364975371,0.945779842531837
"ENSMUSG00000001829.17","Clpb",80,106.999,64,63,162,315.001,-0.894645576657331,5.39142348413891,0.0157340744445663,0.945779842531837
"ENSMUSG00000001833.17","Septin7",291,385,186,334,546,1223.001,-0.687915470234526,8.34244245712623,0.0159330139501723,0.948899119677174
"ENSMUSG00000001844.10","Zdhhc4",53,34,45,67,105,108,0.745041235278627,5.98910739911823,0.0159593827635652,0.948899119677174
"ENSMUSG00000001847.14","Rac1",1025,1443,708,1169,1914.999,5142,3.76040274323373,2.12686120673352,0.0159600769364662,0.948899119677174
"ENSMUSG00000001855.15","Nup214",243,408,165,221,558,1932.001,0.761114007964379,6.49209608310671,0.0163464729823167,0.963380550843459
"ENSMUSG00000001864.13","Aif1l",0,0,0,0,5,2,0.695103177682871,9.07144389911988,0.0163565085382614,0.963380550843459
"ENSMUSG00000001870.16","Ltbp1",0,13,1,7,28,0,1.09384282713514,4.60005857758756,0.0164246464885505,0.963380550843459
"ENSMUSG00000001891.16","Ugp2",102,100,74,145,203,496,0.744453922887976,8.90456819571747,0.016439337840081,0.963380550843459
"ENSMUSG00000001909.16","Trmt1",130.999,153.998,105.001,143,294.001,794.001,-0.810048789193066,7.53749537379827,0.0166342939852663,0.963640834105736
"ENSMUSG00000001910.5","Nacc1",195,314.001,85,337,506.61,1151.963,-0.95009510879996,4.69408153150766,0.0166872474469241,0.963640834105736
"ENSMUSG00000001911.16","Nfix",281,399.999,215,366,618,1739,2.02723221437789,3.23572973212651,0.0167332700858705,0.963640834105736
"ENSMUSG00000001918.17","Slc1a5",37,95,71.001,47,109,281,0.711139416517836,7.79510968193136,0.0167384892093058,0.963640834105736
"ENSMUSG00000001924.15","Uba1",579,849,384,557,1255,2697,-0.821041179902999,5.18529762717438,0.0167584226341417,0.963640834105736
"ENSMUSG00000001930.17","Vwf",37,24,21,18,54,0,-3.73326339949297,3.9035871212369,0.0167974090348706,0.963640834105736
"ENSMUSG00000001942.8","Siae",83,139.999,48,91,172,366.001,2.85876610428096,2.68575850393377,0.0169889257850046,0.9712200579889
"ENSMUSG00000001946.14","Esam",7,2,6,4,0,0,0.799629196703232,5.86938016801493,0.0171108039278086,0.97224863486244
"ENSMUSG00000001948.10","Spa17",0,1,0,11,1,0,0.755136522064829,8.19777110447561,0.01714890126228,0.97224863486244
"ENSMUSG00000001962.8","Fam50a",80,144,36,108,185,468,-0.699441938451424,6.02568313575192,0.0172033587020366,0.97224863486244
"ENSMUSG00000001964.14","Emd",71.158,113.742,36,169.824,165.33,322.901,2.42010289342382,4.45672145701743,0.0172447770097925,0.97224863486244
"ENSMUSG00000001983.7","Taco1",30,22,4,14,39,98,0.611632475739886,7.40963378284401,0.0173579900342589,0.975268512234135
"ENSMUSG00000001985.9","Grik3",0,3,0,5,18,0,1.33650859533434,4.18705323181291,0.0177784773501784,0.9942664778857
"ENSMUSG00000001986.16","Gria3",0,3,10,0,9,0,-7.61419318312268,1.39431584454775,0.0179093067149954,0.9942664778857
"ENSMUSG00000001995.9","Sipa1l2",1118,1679,693,1091,2304,6621,0.685996238750171,5.99597013367839,0.0179295434036423,0.9942664778857
"ENSMUSG00000001998.15","Ap4e1",55,71,30,54.999,188,352,-3.87224638439984,2.36111017382808,0.0179864147201237,0.9942664778857
"ENSMUSG00000001999.15","Blvra",46,36,52,29,79,191,0.878900138081969,6.27875972674153,0.0180001759910806,0.9942664778857
"ENSMUSG00000002006.12","Pdzd4",6,18,1,1,27,108,0.667691981712347,6.69379886263718,0.0182936652625481,1
"ENSMUSG00000002007.5","Srpk3",138,74,27,90,142.999,480,0.706109165013967,5.94524207317487,0.0183180499058406,1
"ENSMUSG00000002010.17","Idh3g",259.001,280.999,161,227,486,967.001,-1.02724421325631,4.95314563720916,0.0185473926711371,1
"ENSMUSG00000002012.13","Pnck",16,6,8,0,5,0,1.05644877220048,4.49704406799273,0.0196596789486662,1
"ENSMUSG00000002014.12","Ssr4",89.999,214,105,157,236.001,558,-1.50668603490052,3.5868932611765,0.0197597610554337,1
"ENSMUSG00000002015.5","Bcap31",155,267,108,170,454,916,-1.20348393849142,4.17188860502823,0.0198526210542559,1
"ENSMUSG00000002017.10","Fam98a",52,75.999,35,74,110.952,266,2.89034261385235,2.53457873664428,0.0198611519641301,1
"ENSMUSG00000002028.13","Kmt2a",769,1073,423,619,1510.001,4043,0.908726070982264,5.24667688212948,0.020328435982291,1
"ENSMUSG00000002031.13","Ift46",52.999,91.999,89,101.999,115,264.999,0.776128139898261,5.44090050918596,0.0203631695066262,1
"ENSMUSG00000002032.17","Tmem25",6,7,6,0,12,1,2.90604973073539,2.50284191307629,0.0210544293548965,1
"ENSMUSG00000002043.17","Trappc6a",8,10,12,48,38,65,1.48496748825892,3.4791004834625,0.0210573840210895,1
"ENSMUSG00000002052.6","Supt6",247,496,229,333,708,2079,0.820262016282903,5.87713671893276,0.0213588753941436,1
"ENSMUSG00000002055.9","Spag5",3,10,24,11,53,72,1.60260932977694,3.3829597824336,0.0214788366690731,1
"ENSMUSG00000002057.4","Foxn1",0,0,2,5,3,0,0.737053998026832,6.5098587087083,0.0214846842568967,1
"ENSMUSG00000002058.13","Unc119",0,12,0,36,47,26,0.744037061043289,5.49229184893579,0.0215312063435148,1
"ENSMUSG00000002059.18","Rab34",25,27,22,32,47,112,3.68398593860346,1.95130741510815,0.0216886547389044,1
"ENSMUSG00000002064.10","Sdf2",74,126,51,89,153,460.999,7.58254346053804,1.42865639073251,0.0218571054540141,1
"ENSMUSG00000002068.16","Ccne1",11,2,0,14,27,42,-0.944734418255636,4.91770943606808,0.0218856005693793,1
"ENSMUSG00000002076.12","Hsf2bp",4,25,0,39,24,58,-0.767983799576836,10.703187078961,0.0219320918540227,1
"ENSMUSG00000002083.13","Bbc3",102,102,68,149,302,659,0.838661528448929,5.59546778899644,0.0222615040711659,1
"ENSMUSG00000002100.15","Mybpc3",6,62,10,11,14,286,-0.703452580367644,5.75320277903915,0.0222658310188914,1
"ENSMUSG00000002102.15","Psmc3",233,228.999,85,200.001,386.001,955,1.26316449690205,4.0648835092152,0.0223831008574084,1
"ENSMUSG00000002103.16","Acp2",731,909.001,448,625,1464,3209.001,0.857984712828203,5.08718362976003,0.0224251443046719,1
"ENSMUSG00000002104.11","Rapsn",19,12,34,34,43,63,-0.799972963766103,5.49605815592223,0.0225208376079685,1
"ENSMUSG00000002105.15","Slc39a13",109,139,68,129,189,609.998,0.76322540465667,6.6813555101785,0.0229409626755687,1
"ENSMUSG00000002107.18","Celf2",689.001,1156.999,524,925.999,1611.998,3654.999,1.48142650807031,3.82111227350924,0.0229465690715033,1
"ENSMUSG00000002108.10","Nr1h3",2,4,9,18,20,38,0.945417805933916,5.40583811060929,0.0229803898603497,1
"ENSMUSG00000002109.14","Ddb2",97,118,105,37,179.001,347.999,0.667701873841236,5.89675867320827,0.0233005996011363,1
"ENSMUSG00000002111.8","Spi1",1038,1067,647,1480,2033,5296,-0.740108584087369,5.26770168607429,0.0233769507101275,1
"ENSMUSG00000002129.11","Sf3a1",238,273,145,258,433,1053,-1.0674850007056,4.73224497394431,0.0233951320938418,1
"ENSMUSG00000002147.18","Stat6",599.001,823,472.001,678,1532,3224,-0.771663255695005,5.79191232347243,0.0234155843980126,1
"ENSMUSG00000002190.13","Clgn",24,42,41,25,54,101,-1.0002330512049,4.69385686646513,0.0235442136706357,1
"ENSMUSG00000002204.9","Napsa",17,3,24,114,69,8,1.46031104023544,3.44159745016516,0.0236201857315127,1
"ENSMUSG00000002205.16","Vrk3",73,144.999,81,104,229,544,1.13633427380739,4.25989786292993,0.0236391933479921,1
"ENSMUSG00000002210.11","Smg9",193.999,150,57,192,318.001,749.001,0.73187336241891,6.41099391796549,0.0237585493257784,1
"ENSMUSG00000002221.11","Paxip1",129,97,52,88,177,373,0.601153797181453,7.29364645594104,0.0237655901436724,1
"ENSMUSG00000002222.14","Rmnd5a",351,383,162,252,562,1543,1.01440170793356,4.81374611590243,0.0240300316296864,1
"ENSMUSG00000002227.15","Mov10",160,84,56,176,168,449,0.693242048169149,6.74219903304661,0.0242712915066305,1
"ENSMUSG00000002228.7","Ppm1j",0,1,0,0,7,18,1.32151202787458,4.90725691594466,0.024294632509695,1
"ENSMUSG00000002233.13","Rhoc",49,28,27,28,98,227,2.2111507763138,3.26782007912766,0.0244051829607317,1
"ENSMUSG00000002240.12","Prr27",6,1,0,0,3,0,0.872741542005086,5.30092921993191,0.0244801854437994,1
"ENSMUSG00000002249.21","Tead3",10,28,8,39,44,165,0.713184236221566,5.73190032075802,0.024571417108842,1
"ENSMUSG00000002250.16","Ppard",276,241.001,149,315.999,581.001,1199,7.07503860727021,1.02211560705167,0.0247377310176072,1
"ENSMUSG00000002257.8","Def6",115,107,100,191,244,671,3.35947033328881,2.22827154383189,0.0247999249747854,1
"ENSMUSG00000002265.17","Peg3",17,27,14,4,38,0,4.42092037611748,1.66748177517474,0.0249488255404097,1
"ENSMUSG00000002266.17","Zim1",10,3,14,0,28,0,1.21444773993179,4.58003072560425,0.0250444617640651,1
"ENSMUSG00000002274.13","Metrn",26,14,22,37,62.001,121,2.41824830751968,3.04733276098382,0.0253267667760299,1
"ENSMUSG00000002279.19","Lmf1",119,130,117,156.999,204,484.999,0.796492984039436,5.0221952337775,0.025542282364963,1
"ENSMUSG00000002280.11","Ciao3",130,97.001,83,186,270,514,-0.949695570387641,6.87917039072801,0.0256145094600688,1
"ENSMUSG00000002289.16","Angptl4",3,5,7,0,17,0,1.34860558823615,3.96378471592709,0.025792685536366,1
"ENSMUSG00000002297.16","Dbf4",11,32,6,53,111,212,1.55021347744641,4.20729082623011,0.0259383686877743,1
"ENSMUSG00000002307.16","Daxx",80,102.999,80,75,222,328.001,0.811708510128088,6.44760648937409,0.0261231707797743,1
"ENSMUSG00000002308.16","Cd320",4,22,10,31,35,92,-0.655631648985297,6.49786497521497,0.0264498088033646,1
"ENSMUSG00000002319.16","Ipo4",137,134,41.236,178.001,235.219,557,0.596960886752216,6.75903326670191,0.0264634867922682,1
"ENSMUSG00000002320.15","Tm9sf1",191,286.999,90.691,244,508.241,1316,0.788421149803796,5.30001856771271,0.0264636888344342,1
"ENSMUSG00000002324.8","Rec8",7,13,0,9,1,13,-0.672956988307488,5.98608624173015,0.0265022365129432,1
"ENSMUSG00000002325.15","Irf9",184.999,437,153,313,397,1270.516,1.1368425432778,4.22949922928884,0.026567009658779,1
"ENSMUSG00000002326.6","Gmpr2",151.999,171,87,113,272,464,-0.645821337180205,6.19422983577475,0.0265899209671313,1
"ENSMUSG00000002329.7","Mdp1",50,113,90,60,165,331,0.73183104291013,7.50206346300029,0.0267706038041993,1
"ENSMUSG00000002332.16","Dhrs1",48,72,51,152,125,281,-1.42208473143534,4.96981445397262,0.0268002680864199,1
"ENSMUSG00000002341.8","Ncan",0,7,0,0,14,2,0.61682579344892,6.52524217413422,0.0270349144404283,1
"ENSMUSG00000002342.17","Tmem161a",86,100.001,25,114,175,335.999,-1.15281501671205,4.24328195539175,0.0270839668900016,1
"ENSMUSG00000002343.11","Armc6",23,29,15,16,34,25,1.42029236419277,3.8770348874271,0.0270977537003433,1
"ENSMUSG00000002345.18","Borcs8",1,25,15,28,51.999,39,-7.523474046313,1.34154174902428,0.0271219754393871,1
"ENSMUSG00000002346.16","Slc25a42",19,15,3,6,37,24,7.00528621253534,0.982238710225628,0.0272549496513701,1
"ENSMUSG00000002365.10","Snx9",97,282,83,194,479,1015,2.10965169255018,3.4950048999828,0.0272803928712993,1
